id,part,problem,details,cylinders,engine
101983,ROCKER COVER GASKET,LEAKING,,[3],
101984,BAFFLE PLUGS,BROKEN,FINGERS,,
101985,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101986,BAFFLE,CRACKED,IN FRONT OF OIL COOLER,[4],
101987,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
101988,INTAKE,LEAKING,,[4],R
101989,INTAKES,LEAKING,,"[2, 4]",L
101990,ROCKER COVER,LEAKING,,[2],R
102001,ROCKER COVER GASKET,LEAKING,,[1],
102002,ENGINE,FAILURE,WHILE HOLDING SHORT. THROTTLE WAS IDLE,,
102003,INTAKE GASKET,LEAKING,,[4],
102004,,COMPRESSION,LOW,[4],
102005,INTAKE GASKET,LEAKS,,[2],
102006,ROCKER COVER,LEAKS,,[2],
102007,INTAKE,LEAKING,,[4],
102008,ROCKER COVERS,LOOSE,SCREWS,,
102009,RIVET,SHEARED,@ R/H AFT BAFFLE,,R
102010,RIVET,SHEARED,@ R/H AFT BAFFLE,,R
102021,ROCKER GASKET,LEAKING,,,
102022,,ROUGHNESS,"ON APPROACH, ENGINE ROUGHNESS ABOUT 7 - 10 SECS. ADJUSTED MI",,
102023,,ROUGHNESS,"ON APPROACH, ENGINE ROUGHNESS ABOUT 7 - 10 SECS. ADJUSTED MI",,
102024,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102025,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102026,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102027,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102028,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102029,,,"PERFORMING GROUND REF MAN, THROTTLE WAS AT 1600 RPM, THROTTL",,
102030,ENGINE COWL DZUS FASTENERS,NEED,RETAINERS,,
102041,INTAKE GASKET,LEAKING,,[4],R
102042,SIDE BAFFLE,MISSING,A BOLT,[4],L
102043,FWD BAFFLE SEAL,LOOSE,,,L
102044,INTAKE,LEAKS,,[1],L
102045,,COMPRESSION,IS LOW,[3],L
102046,,COMPRESSION,IS LOW,[3],L
102047,,COMPRESSION,IS LOW,[3],L
102048,,COMPRESSION,IS LOW,[3],L
102049,INTAKE GASKET,LEAKING,,"[1, 2, 4]",R
102050,ROCKER COVERS,LEAKING,,"[2, 4]",L
102061,INTAKE GASKET,LEAKING,,[2],
102062,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
102063,AFT ENGINE BAFFLE,WORN,FROM RUBBING,,
102064,CYL BAFFLE,,NOT BEHIND CYLINDER NUT - INCORRECT INSTALL,[1],
102065,ROCKER COVER,LEAKING,,[2],
102066,INTAKE,LEAKING,,[3],L
102067,INTAKE,LEAKING,,[3],R
102068,ROCKER COVER,LEAKING,,[3],L
102069,SCREW,MISSING,IN #3 SIDE BAFFLE,[3],
102070,ROCKER COVER GASKET,LEAKING,,[3],
102081,INTAKE,LEAKING,,[2],
102082,ROCKER COVER,LEAKING,,[4],
102083,INTAKE,LEAKING,AT OIL SUMP,[1],
102084,INTAKE GASKET,LEAKING,,[4],
102085,ROCKER COVER GASKET,LEAKING,,[4],
102086,ROCKER COVER GASKET,SEEPING,,[2],
102087,ROCKER COVER GASKET,LEAKING,,[3],
102088,INTAKE GASKET,LEAKING,,[2],
102089,THROTTLE LINKAGE,SLOPPY,@ SERVO,,
102090,SIDE BAFFLE BOLT,LOOSE,,"[1, 3]",
102101,INTAKES,LEAKING,,"[3, 4]",L
102102,ROCKER COVERS,LEAKING,,"[3, 4]",L
102103,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",R
102104,TOOL,,ON TOP OF ENGINE BETWEEN CYLINDERS,,
102105,BAFFLE,MISSING,SCREW ON BRACKET,[3],
102106,ROCKER COVER GASKET,DAMAGED,,[2],
102107,INTAKE,LEAKING,,[2],
102108,BAFFLE (AFT) SEAL,LOOSE,,[3],L
102109,SIDE BAFFLE SEALS,TORN,,"[2, 4]",R
102110,INDUCTION TUBE GASKET,LEAKING,,[1],
102121,,VIBRATION,"DURING HIGH SPEED ROLL, A/C HAD STRONG",,
102122,INTAKE GASKETS,LEAKING,,"[2, 3]",
102123,,,"AFTER 20"" MANIFOLD PRESSURE, APPLIED FULL THROTTLE, STARTED",,
102124,INTAKE,LEAKING,,[2],
102125,INDUCTION TUBE GASKET,LEAKING,,"[4, 2]",
102126,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",
102127,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
102128,INTAKE GASKET,LEAKING,,[4],
102129,WIRING HARNESS SUPPORT BRACKET,BROKEN,,[1],
102130,AIR INDUCTION ELBOW TO SERVO BOOT,WEEPING,FUEL,,
102141,INTAKE,LEAKING,,[3],
102142,ROCKER COVER,LEAKING,,[3],
102143,,COMPRESSION,15/80,[4],
102144,,COMPRESSION,15/80,[4],
102145,,COMPRESSION,15/80,[4],
102146,,COMPRESSION,15/80,[4],
102147,INTAKE GASKET,LEAKING,,[2],
102148,COWL SHOCK MOUNT,DAMAGED,#7,,
102149,BAFFLE BRACKET SCREW,MISSING,R/H AFT,,
102150,BAFFLE,MISSING,SCREW,[3],L
102161,BAFFLE SCREW,MISSING,,,R
102162,ROCKER COVER GASKET,LEAKING,,"[2, 3, 4]",
102163,ROCKER GASKETS,LEAKING,,"[1, 3]",
102164,AIR INLET TUBE,DAMAGED,,,
102165,,,,,
102166,TAC GEN,LEAKS,AT SEAL,,L
102167,TAC GEN,LEAKS,AT SEAL,,L
102168,TAC GEN,LEAKS,AT SEAL,,L
102169,INTAKES,LEAKING,,"[2, 3, 4]",L
102170,INTAKES,LEAKING,,"[1, 2, 3, 4]",R
102181,INTAKE GASKET,LEAKING,,[3],L
102182,INTAKE GASKETS,LEAKING,,"[2, 3]",R
102183,ROCKER BOX COVER GASKET,LEAKING,,[3],
102184,ROCKER COVER GASKET,LEAKING,,[2],
102185,ANCHOR STANDBY ASSY,BROKEN,,[3],
102186,ENGINE COOLING FAN BAFFLE PLUGS,WORN,OUT,,
102187,INTAKE GASKET,LEAKING,,[4],
102188,ROCKER COVER GASKET,LEAKING,,[3],
102189,INTAKE GASKETS,LEAKING,,"[2, 4]",
102190,ROCKER COVER GASKET,LEAKING,,"[2, 4]",
102201,BAFFLE TIE ROD,WEARING,ON INTERBAFFLE,"[1, 3]",L
102202,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",L
102203,INTAKE GASKET,LEAKING,,[2],
102204,,NOT,WILL NOT START,,
102205,INTAKES,LEAKING,,"[2, 4]",
102206,ROCKER GASKET,LEAKING,,[2],
102207,SCREW,LOOSE,ON ENGINE BAFFLING,,
102208,ROCKER GASKET,LEAKING,,[1],
102209,INTAKE,LEAKING,,[3],LEFT
102210,INDUCTION TUBE GASKET,LEAKING,,[3],
102221,INTAKE GASKET,LEAKS,,,
102222,BAFFLE,CRACKED,,,R
102223,BAFFLE,CRACKED,,,R
102224,ROCKER COVER GASKETS,LEAKING,,,R
102225,INTAKE,LEAKING,,[2],R
102226,ROCKER COVER,LEAKING,,[3],L
102227,INTAKE,LEAKING,,[4],
102228,BAFFLE PLUG,MISSING,,,R
102229,INTAKE GASKET,LEAKING,,[1],
102230,INTAKE,LEAKING,,[2],
102241,ROCKER COVER,LEAKING,,[3],L
102242,BAFFLE TIE ROD,BROKEN,,"[2, 4]",LEFT
102243,BOLT,MISSING,W/ BARREL @ AFT R/H SIDE OF ENGINE,,R
102244,INTAKE GASKET,LEAKING,,[3],R
102245,BOLT,MISSING,ON #4 CYL BAFFLE,[4],R
102246,ROCKER COVERS,LEAKING,,"[2, 3, 4]",L
102247,R/H FWD BAFFLE,CRACKED,,,R
102248,INTAKES,LEAKING,,"[2, 3, 4]",L
102249,INTAKES,LEAKING,,"[2, 3, 4]",R
102250,SCREWS,,BETWEEN CYLINDERS ON SIDE BAFFLES,,BOTH
102261,INTAKE GASKET,LEAKING,,[4],R
102262,INTAKE GASKET,LEAKING,,[3],R
102263,INTAKE GASKET,LEAKING,,[3],L
102264,BLEED AIR DUCT,CHAFING,ON COWL,,R
102265,INTAKE GASKET,LEAKING,,[2],
102266,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102267,INTAKE GASKET,LEAKING,,[3],
102268,INTAKE GASKET,LEAKING,,[4],
102269,ROCKER COVER GASKET,LEAKING,,"[3, 4]",
102270,INTAKE,LEAKING,,[2],R
102281,,ROUGH,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT",,
102282,,ROUGH,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT",,
102283,,ROUGH,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT",,
102284,,ROUGH,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT",,
102285,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
102286,MAGNETO,FAULTY,"ON RUN UP, FAULTY MAGNETO CK PROCEDURES",,
102287,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
102288,ROCKER COVER GASKET,LEAKING,,[4],
102289,ROCKER COVER,LEAKING,,[3],L
102290,ROCKER COVER,LEAKING,,[3],R
102301,BAFFLE TIE,BROKEN,,,L
102302,BAFFLE TIE ROD,BROKEN,,,R
102303,INTAKE GASKETS,LEAKING,,"[3, 4]",R
102304,AFT BAFFLE CORNER SUPPORT BRACKET,,,[4],R
102305,INTAKE GASKETS,LEAKING,,"[2, 4]",
102306,,,,,
102307,,,,,
102308,FWD BAFFLE,MISSING,A SCREW,[2],R
102309,ROCKER COVER GASKET,LEAKING,,[3],R
102310,INTAKE GASKETS,LEAKING,,"[3, 4]",L
102321,ROCKER COVER,LEAKING,,[1],
102322,BAFFLE PLUG,BAD,,,R
102323,BAFFLE SCREW,LOOSE,BY #4 ROCKER COVER,,L
102324,ENGINE COOLING BAFFLE,CRACK,AROUND LANDING LIGHT WIRE SE,,
102325,ENGINE COOLING BAFFLE,CRACK,NEXT TO R/H UPPER MOTOR MOUN,,
102326,ENGINE COOLING BAFFLE,CRACK,NEXT TO R/H UPPER MOTOR MOUN,,
102327,INDUCTION TUBE GASKET,LEAKING,,[3],
102328,AFT BAFFLE,CRACKED,SEVERAL PLACES,,L
102329,AFT BAFFLE,CRACKED,SEVERAL PLACES,,L
102330,INTAKE GASKETS,LEAKING,,"[1, 2]",
102341,ROCKER GASKETS,LEAKING,,"[2, 3, 4]",L
102342,INTAKE GASKETS,LEAKING,,"[1, 2, 3, 4]",L
102343,BAFFLE SEAL,TORN,BOTTOM LEFT SIDE,,
102344,ROCKER COVER GASKET,LEAKING,,[4],
102345,INTAKE,LEAKING,,[4],R
102346,INTAKES,LEAKING,,"[2, 4]",L
102347,ROCKER COVER,LEAKING,,[1],L
102348,ROCKER COVERS,LEAKING,,"[1, 2]",
102349,,,SLIGHT FLUCTUATIONS DURING CRUI,,R
102350,ROCKER COVER GASKET,LEAKING,,[2],R
102361,ROCKER COVER,LEAKS,,[4],
102362,ENGINE PAN DRAIN LINE CLUSTER,NEEDS,NEW ADEL CLAMPS,,
102363,INTAKE GASKET,LEAKING,,[4],
102364,ROCKER COVER GASKET,LEAKING,,[3],
102365,ROCKER COVER,LEAKS,,[2],
102366,INTAKE GASKET,LEAKING,,[2],
102367,BAFFLE PLUGS,DAMAGED,,,
102368,INTAKE,LEAKING,,[4],
102369,BAFFLE BRACKET RIVETS,LOOSE,AFT,,R
102370,BAFFLE,CRACKED,FWD,,R
102381,INDUCTION TUBE GASKET,LEAKING,,[3],L
102382,CYL,COMPRESSION,@ 35,[4],L
102383,CYL,COMPRESSION,@ 35,[4],L
102384,CYL,COMPRESSION,@ 35,[4],L
102385,ROCKER COVER,LEAKING,,[1],
102386,BAFFLE,CRACKED,AT LOWER LEFT BOLT OF OIL COOLER,,
102387,ROCKER COVER GASKET,LEAKS,,[2],
102388,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
102389,INTAKE,LEAKING,,[2],
102390,INTAKE GASKET,LEAKING,,[4],
102401,INTAKE GASKET,LEAKING,,[2],L
102402,INTAKE GASKET,LEAKING,,[3],R
102403,BAFFLE SEAL,TORN,,[2],L
102404,ROCKER GASKETS,LEAKING,,"[2, 3]",R
102405,ROCKER GASKETS,LEAKING,,"[3, 4]",L
102406,AFT BAFFLE,NOT SEALING,COWL SEAL,[3],L
102407,INTAKE GASKET,LEAKING,,[2],L
102408,ROCKER COVER GASKET,LEAKING,,[1],R
102409,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",L
102410,,NOT,"INCREASE PAST 1560, REGARDLESS",,
102421,ROCKER COVER GASKETS,LEAKING,,"[1, 4]",
102422,INTAKE,LEAKING,,[2],
102423,ROCKER COVER,LEAKING,,[4],
102424,INTAKE,LEAKING,,[4],
102425,ROCKER COVER GASKET,LEAKING,,[3],
102426,BAFFLE PLUG,WORN,,,R
102427,ROCKER COVER GASKET,LEAKING,,[2],
102428,SCREW,MISSING,"ON R/H ENGINE BAFFLE, BEHIND OIL COOLER",,R
102429,CYL BAFFLE,CRACKED,,[1],
102430,SNIFFLE VALVES,DIRTY,,,
102441,ENGINE,FOD,IN INTABLE,,
102442,ENGINE BOLT,WRENCH,LEFT ON,,L
102443,FUEL PLACARD,COVERED,L/H,,
102444,INTAKE GASKET,LEAKING,,[2],
102445,ROCKER COVER GASKET,LEAKING,,[3],
102446,ENGINE,DID NOT START,,,
102447,INTAKE,LEAKING,,[2],
102448,ROCKER GASKETS,LEAKING,,"[1, 2, 3]",R
102449,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",R
102450,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
102461,BAFFLE REINFORCEMENT ANGLE,CRACKED,,[4],L
102462,ROCKER DRAIN LINE,LOOSE,,[3],
102463,BAFFLE SUPPORT RIVETS,SHEARED,,[3],
102464,INTAKE,LEAKING,,[4],
102465,INTAKE GASKET,LEAKING,,[2],
102466,INDUCTION TUBE GASKET,LEAKING,,[2],
102467,BAFFLE,CRACKED,,[3],L
102468,SCREW,MISSING,,[4],R
102469,INTAKE GASKET,LEAKING,,[2],L
102470,ROCKER COVER GASKET,LEAKING,,[1],R
102481,ROCKER COVER GASKET,LEAKING,,"[3, 4]",L
102482,INTAKE,LEAKING,,[4],
102483,ROCKER COVER,LEAKING,,[2],
102484,INDUCTION TUBE GASKET,LEAKING,,[3],
102485,ROCKER COVER GASKET,LEAKING,,[2],
102486,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
102487,MUFFLER,MISSING,NUT,,
102488,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE,,
102489,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE,,
102490,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE,,
102501,BAFFLE PLUG,WORN,,,R
102502,INTAKE GASKET,LEAKING,,[2],
102503,OIL COOLER LINE,CHAFING,ON VACUUM PUMP LINE,,
102504,INTAKE,LEAKING,,[2],
102505,ROCKER COVER GASKET,LEAKING,,[2],
102506,INTAKE GASKET,LEAKING,,[2],
102507,EGT,INOP,,[2],L
102508,EGT,INOP,,[2],L
102509,ROCKER COVERS,LEAKING,,"[1, 2]",L
102510,ROCKER COVERS,LEAKING,,"[1, 2, 3]",R
102521,SPARK PLUG ACCESS HOLE,REQUIRES,PATCH,[4],
102522,INTAKE GASKET,LEAKING,,[4],
102523,ROCKER COVERS,LEAKING,,"[3, 4]",
102524,ROCKER COVERS,LEAKING,,"[1, 2]",
102525,INTAKE,LEAKING,,[2],
102526,INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP,[2],
102527,INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP,[2],
102528,FRONT ENGINE RUBBER BAFFLE,LOOSELY,HANGING,,
102529,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102530,INTAKE GASKETS,LEAKING,,"[2, 4]",
102542,ROCKER COVERS,LEAKING,,"[2, 3]",L
102543,INTAKES,LEAKING,,"[3, 4]",R
102544,ROCKER BOX COVER SCREWS,LOOSE,(ALL CYL),,
102545,ROCKER DRAIN LINES,,HAVE NO TORQUE SEAL,"[2, 3]",
102546,INTAKE GASKET,LEAKING,,[2],
102547,BAFFLE SEAL,LOOSE,FWD BAFFLE,[1],
102548,SIDE BAFFLE,,IS MISSING A BOLT,[4],R
102549,ROCKER GASKET,LEAKING,,[3],L
102550,ENGINE BAFFLE,,"SNAP PLUG HOLE WORN, R/H SIDE ALSO",,L
102561,SCREW,LOOSE,ON R/H AFT BAFFLE,,R
102562,STARTER,LOOSE,FRONT CAP,,
102563,ROCKER COVER GASKETS,LEAKING,,"[3, 2]",
102564,INTAKES,LEAKING,,"[2, 4]",
102565,BAFFLE PLUG HOLE,WORN,,,L
102566,BAFFLE PLUG,WORN,,[1],
102567,INTAKE BOOT,TORN,,,
102568,BAFFLE,CRACKED,NEAR COOLER,[4],LEFT
102569,BAFFLE SCREW,MISSING,FWD OF #2 CYL,,LEFT
102570,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102581,INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP,[1],
102582,INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP,[1],
102583,BAFFLE,LOOSE,SCREW,,L
102584,INTAKE GASKET,LEAKING,,[4],
102585,BAFFLE,CRACKED,,[1],R
102586,UPPER BAFFLE SEAL,LOOSE,,[4],R
102587,ROCKER BOX COVER GASKETS,LEAKING,,"[2, 3, 4]",L
102588,SIDE BAFFLE,LOOSE,HARDWARE,[3],
102589,ENGINE COOLING BAFFLE,MISSING,SCREW,,R
102590,REAR BAFFLE,LOOSE,SCREW,,R
102601,FUEL LINE SUPPORT BRACKET,LOOSE,,,
102602,INTAKE GASKETS,LEAKING,,"[2, 4]",
102603,ENGINE,OVERSPEED,,,
102604,INTAKE,LEAKS,,[4],
102605,ROCKER COVER GASKET,LEAKING,,[1],
102606,INTAKES,LEAKING,,"[2, 4]",
102607,ROCKER COVER,LEAKING,,"[2, 3]",
102608,INTAKE,LEAKING,,[2],
102609,ROCKER COVER GASKET,LEAKING,,[4],
102610,RIVET,MISSING,"ON R/H BAFFLE HOLD DOWN ANGLE, BEHIND OIL COOL",,R
102621,INTAKE GASKETS,LEAKING,,"[1, 4]",R
102622,ROCKER COVER GASKET,LEAKING,,[2],
102623,ENGINE BAFFLE SUPPORT BRACKET,LOOSE,"SCREWS, #3 CYL",,
102624,COWL SEAL,NEEDS,TO BE REATTCHED TO BAFFLING,[2],
102625,INTAKE GASKET,LEAKING,,[2],
102626,INTAKE GASKET,LEAKS,,[4],
102627,ROCKER COVER GASKET,LEAKS,,[2],
102628,INTAKE,LEAKING,,[2],
102629,ROCKER COVER,LEAKING,,[2],
102630,HARDWARE,MISSING,FROM R/H AFT SIDE BAFFLE,,R
102641,ROCKER GASKET,LEAKING,,[4],
102642,ENGINE COOLING BAFFLE,CRACK,,[1],
102643,INTAKE GASKET,LEAKING,,[2],
102644,ROCKER COVER GASKET,LEAKING,,[1],
102645,SCREW,LOOSE,"ON BAFFLE, BEHIND OIL FILLER TUBE",,
102646,BAFFLE SEAL,NEEDS,TO BE SECURED,,
102647,BAFFLE O/B SPRING,BROKEN,,,L
102648,BAFFLE I/B SPRING,PULLED,,,L
102649,ROCKER COVERS,LEAKING,,"[2, 4]",
102650,INTAKE,LEAKING,,[2],
102661,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",R
102662,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",LEFT ENGINE
102663,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
102664,INTAKE GASKET,LEAKING,,[2],L
102665,INTAKE,LEAKING,,[3],R
102666,ROCKER COVER GASKET,LEAKING,,[3],L
102667,INTAKE,LEAKING,,[4],
102668,ROCKER COVERS,LEAKING,,"[3, 4]",
102669,INTAKE GASKET,LEAKS,,[4],
102670,INTAKE,LEAKING,,[2],R
102681,,,,,
102682,,,,,
102683,,,,,
102684,INTAKE,LEAKING,,[3],L
102685,ROCKERS,LEAKING,,"[2, 3, 4]",L
102686,ROCKER COVERS,LEAKING,,"[2, 3, 4]",R
102687,R/H REAR BAFFLE,CRACKED,,,L
102688,L/H REAR BAFFLE,CRACKED,,,L
102689,INTAKES,LEAKING,,"[1, 2, 3, 4]",R
102690,INTAKES,LEAKING,,,L
102701,ENG BAFFLING,CRACK,,[2],L
102702,ROCKER COVER GASKET,LEAKING,,[2],
102703,,,,,
102704,INTAKE GASKET,LEAKING,,[4],
102705,ROCKER COVER GASKETS,LEAKING,,"[1, 3, 4]",
102706,BAFFLING SUPPORT BRACKET,CRACKED,,[2],
102707,ENGINE,OVERSPEED,"@ 2840 RPM, OVER REVED ENGINE FOR 1 SECOND",,
102708,ROCKER GASKET,LEAKING,,"[2, 3]",R
102709,ROCKER GASKETS,LEAKING,,"[2, 3]",L
102710,INTAKE GASKET,LEAKING,,[3],R
102721,FILTER HOUSING,LEAK,AFTER RUN UP,,R
102722,EXCITER LEAD,CHAFED,ON OIL PRESSURE TUBE,,R
102723,INTER CYLINDER BAFFLE,CRACKED,,"[1, 3]",
102724,INTAKES,LEAKING,,"[2, 4]",
102725,ROCKER COVERS,LEAKING,,"[2, 3]",
102726,INTAKE,LEAKING,,[2],
102727,ROCKER COVER,LEAKING,,[1],
102728,INTAKE GASKET,LEAKING,,[4],
102729,INTAKE GASKET,LEAKING,INTAKE TUBE LEAKING AT SUMP,[3],
102730,,COMPRESSION,LOW,[4],
102741,INTAKE GASKET,LEAKING,,[2],
102742,ROCKER COVER GASKET,LEAKING,,[1],
102743,BAFFLE SUPPORT ROD,BROKEN,,"[2, 4]",
102744,ROCKER COVERS,LEAKING,,"[1, 2, 4]",
102745,BAFFLE,CRACKED,ABOVE,[1],
102746,ROCKER COVER,LEAKING,,[2],
102747,INTAKE,LEAKING,,[1],
102748,ROCKER COVER,LEAKING,,[3],
102749,ROCKER COVERS,LEAKING,,"[1, 2, 3]",
102750,ROCKER GASKET,LEAKING,,[2],
102761,ROCKER COVER GASKET,LEAKING,,[3],
102762,FRONT BAFFLE SEAL,NEEDS,TO BE SECURED,,R
102762,FRONT BAFFLE SEAL,NEEDS,TO BE SECURED,,L
102763,VALVE COVER GASKETS,LEAKING,,"[1, 3, 4]",
102764,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102765,,,,,
102766,ROCKER COVER GASKETS,LEAKING,,"[3, 2, 4]",
102767,INTAKE,LEAKING,,[1],
102767,INTAKE TUBE,LEAKING,AT ATTACHMEN,,
102768,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102769,INTAKE,LEAKING,,[1],
102769,INTAKE TUBE,LEAKING,AT ATTACHMEN,,
102770,ROCKER COVERS,LEAKING,,"[3, 2]",
102781,ROCKER COVERS,LEAKING,,"[3, 4]",R
102782,,NEED,IDLE SPEED & MIXTURE NEED TO BE ADJUSTED,,
102783,INTAKE GASKET,LEAKING,,[2],
102784,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
102785,INTAKES,LEAKING,,"[1, 2, 3]",
102786,INTAKE,LEAKING,,[3],
102787,ROCKER COVER GASKET,LEAKING,,[2],
102788,,LOW,IDLE PRM LOW,,
102789,,LOW,IDLE PRM LOW,,
102790,BAFFLE SPRING,BROKEN,,,R
102801,INTAKE GASKET,LEAKING,,[4],
102802,ROCKER COVER GASKET,LEAKING,,[4],
102803,INTAKE GASKET,LEAKING,,[3],L
102804,AFT BAFFLING,CRACKED,BEHIND CYL #4,[4],L
102805,INTAKE,LEAKING,,[3],R
102806,ROCKER COVER GASKETS,LEAKING,,"[1, 2, 4]",L
102807,ROCKER COVERS,LEAKING,,"[1, 2]",R
102808,ROCKER COVER,LEAKING,,[3],
102809,O/B CLAMP,LOOSE,ON #4 CYL PUSH ROD TUBE,[4],
102810,INTAKE GASKET,LEAKING,,[2],
102821,,,,,
102822,TEMP PROBE,LOOSE,,[4],
102823,INTAKES,LEAKING,,"[1, 4]",
102824,ROCKER COVER,LEAKING,,[4],
102825,INTAKE GASKETS,LEAKING,,"[2, 3]",
102826,ROCKER COVER GASKET,LEAKING,,[3],
102827,,,,,
102828,ROCKER COVERS,LEAKING,,"[3, 4]",L
102829,CORNER BRACKET,CRACKED,ON L/H REAR BAFFLE,,L
102830,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",R
102841,INTAKE GASKET,LEAKING,,[2],
102842,BAFFLE,REQUIRES,PATCH,[1],
102843,BAFFLE PLUG,MISSING,"R/H SIDE, L/H SIDE NEED REPLACEMENT",,
102844,ROCKER COVER GASKET,NEEDS,REPLACEMENT,[2],
102845,FRONT BAFFLE SEAL,NEEDS,"TO BE SECURED, TOP LEFT & RIGHT SIDE",,
102846,BAFFLE PLUG HOLES,REQUIRE,PATCHES,,
102847,INTAKES,LEAKING,,"[1, 2]",
102848,ROCKER COVER,LEAKING,,[3],
102849,INTAKE,LEAKING,,[2],
102850,ROCKER COVERS,LEAKING,,"[2, 4]",
102861,NUT,STRIPPED,ON C FLANGE BOLT,,
102862,NUT,STRIPPED,ON C FLANGE BOLT,,
102863,INTAKES,LEAKING,,"[1, 2, 3, 4]",R
102864,ROCKER COVER GASKETS,LEAKING,,"[1, 3]",R
102865,INTAKES,LEAKING,,"[2, 3, 4]",L
102866,ROCKER COVERS,LEAKING,,"[1, 2, 3, 4]",L
102867,CRANKSHAFT SEAL,SEEPING,,,L
102868,INTAKE GASKETS,LEAKING,,"[3, 4]",R
102869,INTAKE GASKET,LEAKING,,[3],L
102870,OIL FILLER TUBE,LOOSE,,,R
102881,BAFFLE,CRACKED,,,
102882,BAFFLING,CRACKED,BY VALVE COVER,[1],
102883,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
102884,BAFFLE SUPPORT SCREW,LOOSE,BY OIL TUBE,,
102885,INTAKES,LEAKING,,"[2, 4]",R
102886,CARB HEAT VALVE,MISSING,FELT,,L
102887,INTAKES,LEAKING,,"[1, 2, 3, 4]",L
102888,ROCKER COVERS,LEAKING,,"[2, 3]",L
102889,ROCKER COVERS,LEAKING,,"[1, 2, 3, 4]",R
102890,ROCKER COVER GASKET,LEAKING,,[4],
102901,INTAKE GASKET,LEAKING,,[2],L
102902,INTAKE GASKETS,LEAKING,,"[2, 3]",R
102903,SCREW,MISSING,ON #3 ROCKER COVER,[3],R
102904,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",R
102905,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",L
102906,BAFFLE BOLT,MISSING,,[3],L
102907,ROCKER DRAIN LINES,LOOSE,ALL OF (B NUTS),,
102908,INTAKE,LEAKING,,"[2, 3]",
102909,BAFFLE TIE ROD,BROKEN,,,
102910,ROCKER COVER SCREWS,LOOSE,,,L
102921,ROCKER COVER GASKET,LEAKING,,[1],
102922,BAFFLE,CRACKED,,,L
102923,BAFFLE,CRACKED,,[4],
102924,OIL COOLER,CRACK,,,
102925,OIL TUBE DRAIN LINES,LOOSE,,,
102926,ROCKER ARM COVER,LEAKING,,[2],
102927,BAFFLE SEAL,LOOSE,,[2],
102928,INTAKES,LEAKING,,,
102929,ROCKER COVER,LEAKS,,[2],R
102930,,COMPRESSION,ZERO,[3],L
102941,,COMPRESSION,LOW,[4],L
102942,,COMPRESSION,LOW,[4],L
102943,,COMPRESSION,LOW,[4],L
102944,INTAKE,LEAKING,,,
102945,INTAKE,LEAKING,,,
102946,,COMPRESSION,LOW (50/80),[3],
