id,action,part,cyl,engine
101698,REPLACED,INTAKE GASKET,4,
101699,REPLACED,GASKET,,
101700,REPLACED,GASKET,,
101701,REPLACED,,,
101702,STOP DRILLED,CRACK,,
101703,REPLACED,GASKET,,
101704,REPLACED,ROCKER COVER GASKET,,
101705,REPLACED,ROCKER COVER GASKET,,
101706,STOP DRILLED,CRACK,,
101707,,,,
101708,REPLACED,GASKET,,
101709,TIGHTENED,ALL SCREW,,
101710,,,,
101711,REPLACED,GASKET,,
101712,REPLACED,GASKET,,
101713,REPLACED,BAFFLE PLUG,,
101714,REPLACED,ROCKER COVER GASKET,,
101715,REPLACED,ROCKER COVER GASKET,2,
101716,,,,
101717,,,,
101718,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101719,REPLACED,ROCKER COVER GASKETS ON L/H ENGINE,,
101720,,,,
101721,,,,
101722,,,,
101723,SECURED,BAFFLE SEAL,,
101724,REPLACED,INTAKE GASKET,,
101725,REPLACED,ROCKER COVER GASKET,,
101726,,,,
101727,,,,
101728,REPLACED,GASKET,,
101729,REPLACED,GASKET,,
101730,,,,
101731,REPLACED,GASKET,,
101732,REPLACED,INTAKE GASKET,,
101733,REPLACED,ROCKER COVER GASKET,4,
101734,REPLACED,ROCKER COVER GASKET,4,
101735,REPLACED,INTAKE GASKET,4 2,
101736,REPLACED,GASKET,,
101737,REPLACED,ROCKER COVER GASKET,3 2,
101738,,,,
101739,,,,
101740,REPLACED,ROCKER COVER GASKET,,
101741,,,,
101742,REPLACED,,,
101743,REPLACED,GASKET,,
101744,REPLACED,PLUG,,
101745,REPLACED,GASKET,,
101746,REPLACED,INTAKE GASKET,,
101747,REPLACED,BAFFLE,,
101748,REPLACED,ROCKER COVER GASKET,,
101749,REPLACED,ROCKER COVER GASKET,4,
101750,,,,
101751,REPLACED,ROCKER COVER GASKET,2,
101752,,,,
101753,REPLACED,ROCKER COVER GASKET,,
101754,REPLACED,GASKET,,
101755,REPLACED,ROCKER COVER GASKET,,
101756,,,,
101757,,,,
101758,,,,
101759,,,,
101760,REPLACED,INTAKE GASKET,,
101761,REPLACED,ROCKER COVER GASKET,,
101762,REPLACED,GASKET,,
101763,REPLACED,INTAKE GASKET,3,
101764,SECURED,,,
101765,,,,
101766,REPLACED,INTAKE GASKET,,
101767,REPLACED,ROCKER COVER GASKET,,
101768,CLEANED,ENGINE,,
101769,REPLACED,GASKET,,
101770,,,,
101771,,,,
101772,REPLACED,INTAKE GASKET,,
101773,REPLACED,GASKET,,
101774,REPLACED,,,
101775,STOP DRILLED,CRACK,,
101776,REPLACED,INTAKE GASKET,3,
101777,REPLACED,ROCKER COVER GASKET,2,L/H
101778,REPLACED,L/H ENG ROCKER COVER GASKET,,
101779,REPLACED,ROCKER COVER GASKET,3,R/H
101780,,,,
101781,CLEANED,,,
101782,,,,
101783,,,,
101784,STOP DRILLED,CRACK,,
101785,REPLACED,ROCKER COVER GASKET,2,
101786,STOP DRILLED,CRACK,,
101787,REPLACED,,,
101788,REPLACED,MISSING SCREW & TIGHTENED ALL SCREW,,
101789,,,,
101790,,,,
101791,,,,
101792,,,,
101793,REPLACED,INTAKE GASKET,,
101794,REPLACED,PLUG,,
101795,,,,
101796,REPLACED,ROCKER COVER GASKET,,
101797,REPLACED,ROCKER COVER GASKET,4,
101798,REPLACED,GASKET,,
101799,,,,
101800,REPLACED,INTAKE GASKET,4,
101801,,,,
101802,REPLACED,GASKET,,
101803,REPLACED,INTAKE GASKET,2,
101804,ATTACHED,BAFFLE SEAL,,
101805,,,,
101806,,,,
101807,REPLACED,,,
101808,REPLACED,INTAKE GASKET,,
101809,REPLACED,INTAKE GASKET,,
101810,,,,
101811,,,,
101812,,,,
101813,,,,
101814,REPLACED,INTAKE GASKET,,
101815,REPLACED,ROCKER COVER GASKET,4,
101816,,,,
101817,,,,
101818,REPLACED,ROCKER COVER GASKET,,
101819,REPLACED,GASKET,,
101820,REPLACED,ROCKER COVER GASKET,,
101821,,,,
101822,REPLACED,INTAKE GASKET,,
101823,REPLACED,ROCKER COVER GASKET,1,
101824,REPLACED,ROCKER COVER GASKET,,
101825,REPLACED,AFT BAFFLE,,
101826,REPLACED,L/H BAFFLE PLUG,,
101827,REPLACED,GASKET,,
101828,REPLACED,ROCKER COVER GASKET,,
101829,REPLACED,INTAKE GASKET,2,
101830,REPLACED,ROCKER COVER GASKET,,
101831,REPLACED,ROCKER COVER GASKET,,
101832,REPLACED,ROCKER COVER GASKET,,
101833,,,,
101834,,,,
101835,REPLACED,INTAKE GASKET,3 2,
101836,REPLACED,ROCKER COVER GASKET,2,
101837,,,,
101838,,,,
101839,,,,
101840,REPLACED,GASKET,,
101841,REPLACED,SCREW,,
101842,REPLACED,ROCKER COVER GASKET,,
101843,REPLACED,INTAKE GASKET,,
101844,STOP DRILLED,CRACK,,
101845,SECURED,BAFFLE SEAL,,
101846,REPLACED,INTAKE GASKET,,
101847,REPLACED,ROCKER COVER GASKET,,
101848,,,,
101849,TIGHTENED,ROCKER SCREW,,
101850,REPLACED,GASKET,,
101851,,,,
101852,TIGHTENED,,,
101853,REPLACED,ROCKER COVER GASKET,3,
101854,REPLACED,ROCKER COVER GASKET,,
101855,REPLACED,ROCKER COVER GASKET,,
101856,REPLACED,INTAKE GASKET,4,
101857,,,,
101858,,,,
101859,REPLACED,GASKET,,
101860,REPLACED,BAFFLE PLUG,,
101861,REPLACED,ROCKER COVER GASKET,,
101862,REPLACED,GASKET,,
101863,,,,
101864,REPLACED,ROCKER COVER GASKET,,
101865,REPLACED,INTAKE GASKET,,
101866,REPLACED,GASKET,,
101867,,,,
101868,REPLACED,INTAKE GASKET,4 2,
101869,STOP DRILLED,,,
101870,,,,
101871,REPLACED,INTAKE GASKET,,
101872,REPLACED,INTAKE GASKET,,
101873,,,,
101874,REPLACED,BAFFLE PLUG,,
101875,REPLACED,ROCKER COVER GASKET,,
101876,REPLACED,ROCKER COVER GASKET,,
101877,REPLACED,INTAKE GASKET,,
101878,,,,
101879,,,,
101880,,,,
101881,,,,
101882,STOP DRILLED,CRACK,,
101883,REPLACED,GASKET,,
101884,,,,
101885,,,,
101886,,,,
101887,REPLACED,INTAKE GASKET,,
101888,,,,
101889,,,,
101890,,,,
101891,,,,
101892,,,,
101893,,,,
101894,,,,
101895,,,,
101896,REPLACED,INTAKE GASKET,,
101897,,,,
101898,,,,
101899,REPLACED,GASKET,,
101900,REPLACED,INTAKE GASKET,,
101901,REPLACED,ROCKER COVER GASKET,,
101902,,,,
101903,REPLACED,ROCKER COVER GASKET,3,
101904,,,,
101905,,,,
101906,,,,
101907,REPLACED,INTAKE GASKET,,
101908,,,,
101909,REPLACED,INTAKE GASKET,4,
101910,REPLACED,ROCKER COVER GASKET,,
101911,REPLACED,INTAKE GASKET,4,
101912,REPLACED,INTAKE GASKET,,
101913,,,,
101914,TIGHTENED,SCREW,,
101915,,,,
101916,REPLACED,ROCKER COVER GASKET,,
101917,,,,
101918,REPLACED,GASKET,,
101919,REPLACED,GASKET,,
101920,,,,
101921,REPLACED,INTAKE GASKET,,
101922,REPLACED,GASKET,,
101923,TIGHTENED,SCREW,,
101924,,,,
101925,,,,
101926,REPLACED,ROCKER COVER GASKET,,
101927,REPLACED,GASKET,,
101928,REPLACED,GASKET,,
101929,,,,
101930,,,,
101931,REPLACED,INTAKE GASKET,,
101932,REPLACED,BOTH ENGINE BAFFLE PLUG,,
101933,,,,
101934,,,,
101935,,,,
101936,,,,
101937,REPLACED,LOOSE COTTER PIN,,
101938,REPLACED,ROCKER COVER GASKET,,
101939,REPLACED,ROCKER COVER GASKET,,
101940,,,,
101941,STOP DRILLED,CRACKED BAFFLE,,
101942,,,,
101943,,,,
101944,TIGHTENED,BAFFLE CONNECTING ROD,,
101945,REPLACED,INTAKE GASKET,,
101946,REPLACED,ROCKER COVER GASKET,,
101947,,,,
101948,REPLACED,ROCKER COVER GASKET,,
101949,REPLACED,ROCKER COVER GASKET,,
101950,,,,
101951,,,,
101952,,,,
101953,REPLACED,INTAKE GASKET,,
101954,REPLACED,INTAKE GASKET,,
101955,REPLACED,INTAKE GASKET,,
101956,REPLACED,ROCKER COVER GASKET,,
101957,,,,
101958,CLEANED,,,
101959,REPLACED,R/H BAFFLE PLUG,,
101960,REPLACED,BAFFLE,,
101961,STOP DRILLED,END OF CRACK,,
101962,REPLACED,INTAKE GASKET,2,
101963,CLEANED,THREADS IN CYLINDER HEAD & TIGHTENED SCREW,,
101964,REPLACED,BOTH #2 & 3 INTAKE GASKET,,
101965,,,,
101966,REPLACED,INTAKE GASKET ON L/H ENG,4,
101967,REPLACED,INTAKE GASKET,3 2,
101968,REPLACED,INTAKE GASKET,,
101969,,,,
101970,REPLACED,ROCKER COVER GASKET,,
101971,SECURED,BAFFLE SEAL ON FWD ENGINE BAFFLE,,
101972,REPLACED,INTAKE GASKET,,
101973,REPLACED,GASKET,,
101974,,,,
101975,REPLACED,BAFFLE PLUG,,
101976,,,,
101977,REPLACED,ROCKER GASKET,,
101978,,,,
101979,,,,
101980,REPLACED,ROCKER COVER GASKETS ON R/H ENGINE,,
101981,,,,
101982,,,,
101983,REPLACED,ROCKER COVER GASKET,3,
101984,REPLACED,PLUG,,
101985,REPLACED,ROCKER COVER GASKET,,
101986,,,,
101987,REPLACED,ROCKER COVER GASKET,,
101988,REPLACED,INTAKE GASKET,,
101989,REPLACED,INTAKE GASKET,,
101990,,,,
101991,REPLACED,ROCKER COVER GASKET,,
101992,,,,
101993,,,,
101994,REPLACED,ROCKER COVER GASKET,,
101995,REPLACED,INTAKE GASKET,,
101996,,,,
101997,REPLACED,GASKET,,
101998,REPLACED,ROCKER COVER GASKET,,
101999,REPLACED,GASKET,,
102000,REPLACED,SPRING,,
102001,REPLACED,GASKET,,
102002,,,,
102003,REPLACED,GASKET,,
102004,,,,
102005,REPLACED,INTAKE GASKET,,
102006,REPLACED,ROCKER COVER GASKET,,
102007,REPLACED,GASKET,,
102008,TIGHTENED,ALL SCREW,,
102009,REPLACED,SHEARED RIVET,,
102010,REPLACED,UPPER BAFFLE MATERIAL RIVET,,
102011,,,,
102012,REPLACED,INTAKE GASKET,,
102013,,,,
102014,,,,
102015,REPLACED,GASKET,,
102016,SECURED,,,
102017,REPLACED,GASKET,,
102018,,,,
102019,TIGHTENED,SCREW,,
102020,,,,
102021,REPLACED,ROCKER GASKET,,
102022,,,,
102023,,,,
102024,,,,
102025,,,,
102026,,,,
102027,,,,
102028,,,,
102029,,,,
102030,,,,
102031,,,,
102032,REPLACED,INTAKE GASKET,,
102033,REPLACED,ROCKER COVER GASKET,,
102034,REPLACED,ROCKER COVER GASKET,,
102035,REPLACED,,,
102036,,,,
102037,,,,
102038,,,,
102039,,,,
102040,REPLACED,GASKET,,
102041,REPLACED,GASKET,,
102042,,,,
102043,REPLACED,BAFFLE SEAL,,
102044,REPLACED,GASKET,,
102045,,,,
102046,,,,
102047,,,,
102048,,,,
102049,REPLACED,R/H INTAKE GASKET,,
102050,REPLACED,ROCKER COVER GASKETS ON L/H ENG,,
102051,REPLACED,,,
102052,REPLACED,PLUG,,
102053,STOP DRILLED,CRACK,,
102054,REPLACED,INTAKE GASKET,,
102055,TIGHTENED,SCREW,,
102056,,,,
102057,,,,
102058,,,,
102059,,,,
102060,REPLACED,INTAKE GASKET,,
102061,REPLACED,INTAKE GASKET,,
102062,REPLACED,ROCKER COVER GASKET,,
102063,,,,
102064,,,,
102065,REPLACED,ROCKER COVER GASKET,,
102066,REPLACED,INTAKE GASKET,,
102067,REPLACED,INTAKE GASKET,,
102068,REPLACED,ROCKER COVER GASKET,,
102069,REPLACED,SCREW,,
102070,REPLACED,ROCKER COVER GASKET,,
102071,REPLACED,ROCKER COVER GASKET,,
102072,,,,
102073,ATTACHED,,,
102074,,,,
102075,,,,
102076,REPLACED,ROCKER COVER GASKET,,
102077,REPLACED,INTAKE GASKET,1,
102078,REPLACED,ROCKER COVER GASKET,,
102079,REPLACED,ROCKER COVER GASKET,,
102080,REPLACED,SEAL,,
102081,REPLACED,GASKET,,
102082,REPLACED,GASKET,,
102083,,,,
102084,REPLACED,INTAKE GASKET,,
102085,REPLACED,ROCKER COVER GASKET,,
102086,,,,
102087,REPLACED,ROCKER COVER GASKET,,
102088,REPLACED,INTAKE GASKET,,
102089,REPLACED,,,
102090,TIGHTENED,,,
102091,SECURED,ENGINE GROUND STRAP,,
102092,STOP DRILLED,CRACK,,
102093,,,,
102094,REPLACED,INTAKE GASKET,,
102095,REPLACED,INTAKE GASKET,,
102096,REPLACED,ROCKER GASKET,,
102097,REPLACED,ROCKER COVER GASKET,,
102098,,,,
102099,,,,
102100,TIGHTENED,CAP ON #3 BOTTOM SPARK PLUG,,
102101,REPLACED,GASKET,,
102102,REPLACED,GASKET,,
102103,REPLACED,R/H ENG INTAKE GASKET,,
102104,,,,
102105,,,,
102106,REPLACED,ROCKER COVER GASKET,,
102107,REPLACED,INTAKE GASKET,2,
102108,SECURED,BAFFLE SEAL,3,
102109,,,,
102110,REPLACED,INTAKE GASKET,,
102111,,,,
102112,REPLACED,ANCHOR ASSY ON #1 CYL,,
102113,,,,
102114,REPLACED,GASKET,,
102115,REPLACED,ROCKER GASKET,,
102116,REPLACED,INTAKE GASKET,,
102117,REPLACED,,,
102118,,,,
102119,REPLACED,ROCKER COVER GASKET,,
102120,,,,
102121,,,,
102122,REPLACED,GASKET,,
102123,,,,
102124,REPLACED,INTAKE GASKET,2,
102125,REPLACED,,,
102126,REPLACED,INTAKE GASKET,,
102127,REPLACED,ROCKER COVER GASKET,,
102128,REPLACED,GASKET,,
102129,REPLACED,,,
102130,,,,
102131,,,,
102132,REPLACED,INTAKE GASKET,,
102133,REPLACED,ROCKER COVER GASKET,,
102134,REPLACED,INTAKE GASKET,,
102135,,,,
102136,REPLACED,GASKET,,
102137,REPLACED,PLUG,,
102138,TIGHTENED,,,
102139,REPLACED,ROCKER COVER GASKET,,
102140,,,,
102141,REPLACED,INTAKE GASKET,,
102142,REPLACED,ROCKER COVER GASKET,,
102143,,,,
102144,,,,
102145,,,,
102146,,,,
102147,REPLACED,INTAKE GASKET,,
102148,REPLACED,,,
102149,,,,
102150,REPLACED,BAFFLE SCREW ON L/H ENG,3,
102151,REPLACED,INTAKE GASKET ON L/H ENGINE,3,
102152,REPLACED,R/H ENGINE INTAKE GASKET,,
102153,,,,
102154,REPLACED,INTAKE GASKET,4,
102155,REPLACED,ROCKER COVER GASKET,4,
102156,REPLACED,GASKET,,
102157,REPLACED,INTAKE GASKET,,
102158,REPLACED,GASKET,,
102159,REPLACED,INTAKE GASKET,,
102160,REPLACED,ROCKER COVER GASKET,,
102161,,,,
102162,REPLACED,ROCKER COVER GASKET,,
102163,REPLACED,ROCKER COVER GASKET,,
102164,REPLACED,,,
102165,,,,
102166,REPLACED,,,
102167,,,,
102168,,,,
102169,,,,
102170,,,,
102171,REPLACED,SPRING,,
102172,REPLACED,ROCKER COVER GASKET,,
102173,REPLACED,INTAKE GASKET,,
102174,,,,
102175,REPLACED,INTAKE GASKET,,
102176,REPLACED,GASKET,,
102177,STOP DRILLED,CRACK,,
102178,,,,
102179,REPLACED,GASKET,,
102180,REPLACED,GASKET,,
102181,REPLACED,INTAKE GASKET,3,
102182,REPLACED,INTAKE GASKET,3 2,
102183,,,,
102184,REPLACED,ROCKER COVER GASKET,,
102185,REPLACED,ANCHOR STANDBY ASSY,,
102186,REPLACED,BAFFLE PLUG,,
102187,REPLACED,INTAKE GASKET,,
102188,REPLACED,ROCKER COVER GASKET,,
102189,REPLACED,INTAKE GASKET,,
102190,REPLACED,ROCKER COVER GASKET,,
102191,REPLACED,GASKET,,
102192,REPLACED,INTAKE GASKET,,
102193,REPLACED,ANCHOR ASSY ON #2 CYL,,
102194,REPLACED,MISSING BOLT,,
102195,REPLACED,INTAKE GASKET,,
102196,,,,
102197,REPLACED,ROCKER COVER GASKET,,
102198,STOP DRILLED,CRACK,,
102199,REPLACED,INTAKE GASKET,3,R/H
102200,REPLACED,INTAKE GASKET,4,L/H
102201,,,,
102202,REPLACED,ROCKER COVER GASKET,4 3,L/H
102203,REPLACED,GASKET,,
102204,,,,
102205,REPLACED,BOTH INTAKE GASKET,,
102206,REPLACED,GASKET,,
102207,TIGHTENED,SCREW,,
102208,REPLACED,ROCKER SEAL,,
102209,REPLACED,INTAKE GASKET,,
102210,,,,
102211,REPLACED,ROCKER COVER GASKET,,
102212,REPLACED,ROCKER COVER GASKET,,
102213,REPLACED,ROCKER COVER GASKET,,
102214,,,,
102215,REPLACED,ROCKER COVER GASKET,1,
102216,REPLACED,ROCKER COVER GASKET,2,
102217,,,,
102218,REPLACED,TIE ROD,,
102219,,,,
102220,,,,
102221,REPLACED,INTAKE GASKET,1,
102222,,,,
102223,,,,
102224,REPLACED,ALL R/H ENG ROCKER COVER GASKET,,
102225,,,,
102226,REPLACED,GASKET,,
102227,REPLACED,GASKET,,
102228,,,,
102229,REPLACED,INTAKE GASKET,,
102230,REPLACED,INTAKE GASKET,,
102231,,,,
102232,REPLACED,ROCKER COVER GASKET,2,
102233,REPLACED,,,
102234,,,,
102235,,,,
102236,REPLACED,ENGINE BAFFLE SCREW,,
102237,,,,
102238,,,,
102239,REPLACED,INTAKE GASKET ON L/H ENGINE,4,
102240,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
102241,REPLACED,ROCKER COVER GASKET ON L/H ENGINE,3,
102242,,,,
102243,,,,
102244,REPLACED,GASKET,,
102245,REPLACED,MISSING BOLT,,
102246,REPLACED,GASKET,,
102247,,,,
102248,REPLACED,,,
102249,REPLACED,,,
102250,,,,
102251,,,,
102252,REPLACED,GASKET,,
102253,REPLACED,GASKET,,
102254,REPLACED,GASKET,,
102255,REPLACED,MISSING SCREW,,
102256,REPLACED,ROCKER GASKET,4,
102257,,,,
102258,REPLACED,ROCKER COVER GASKET,3,
102259,TIGHTENED,TIE ROD,,
102260,,,,
102261,REPLACED,INTAKE GASKET,4,
102262,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
102263,REPLACED,INTAKE GASKET,3,
102264,,,,
102265,REPLACED,GASKET,,
102266,REPLACED,ROCKER COVER GASKET,,
102267,REPLACED,GASKET,,
102268,REPLACED,GASKET,,
102269,REPLACED,ROCKER COVER GASKET,,
102270,REPLACED,INTAKE GASKET,,
102271,REPLACED,GASKET,,
102272,,,,
102273,REPLACED,ROCKER COVER GASKET,,
102274,REPLACED,GASKET,,
102275,STOP DRILLED,,,
102276,,,,
102277,,,,
102278,STOP DRILLED,CRACKS IN BAFFLE,,
102279,,,,
102280,,,,
102281,,,,
102282,,,,
102283,,,,
102284,,,,
102285,REPLACED,ROCKER COVER GASKET,,
102286,,,,
102287,REPLACED,ROCKER COVER GASKET,,
102288,REPLACED,ROCKER COVER GASKET,,
102289,,,,
102290,,,,
102291,REPLACED,GASKET,,
102292,REPLACED,ROD,,
102293,REPLACED,ROCKER COVER GASKET,,
102294,REPLACED,INTAKE GASKET,,
102295,REPLACED,ROCKER COVER GASKET,,
102296,REPLACED,INTAKE GASKET,,
102297,REPLACED,INTAKE GASKET,,
102298,REPLACED,ROCKER COVER GASKET,,
102299,REPLACED,ROCKER COVER GASKET,,
102300,REPLACED,ROCKER COVERS GASKET,,
102301,REPLACED,,,
102302,REPLACED,TIE ROD,,
102303,REPLACED,GASKET,,
102304,STOP DRILLED,CRACK,,
102305,REPLACED,GASKET,,
102306,,,,
102307,,,,
102308,,,,
102309,,,,
102310,,,,
102311,,,,
102312,,,,
102313,REPLACED,INTAKE GASKET,,
102314,ATTACHED,/SECURED BAFFLE RUBBER SEAL,,
102315,REPLACED,GASKET,,
102316,,,,
102317,SECURED,R/H & L/H BAFFLE SEAL,,
102318,STOP DRILLED,CRACK,,
102319,,,,
102320,,,,
102321,REPLACED,ROCKER COVER GASKET,,
102322,REPLACED,R/H AFT BAFFLE PLUG,,
102323,TIGHTENED,SCREW,,
102324,STOP DRILLED,CRACK,,
102325,,,,
102326,,,,
102327,REPLACED,GASKET,,
102328,,,,
102329,REPLACED,BAFFLE,,
102330,REPLACED,INTAKE GASKET,,
102331,REPLACED,ROCKER COVER GASKET,,
102332,REPLACED,INTAKE GASKET,,
102333,REPLACED,ROCKER COVER GASKET,,
102334,,,,
102335,,,,
102336,REPLACED,INTAKE GASKET,,
102337,,,,
102338,,,,
102339,REPLACED,GASKET,,
102340,REPLACED,ALL 4 ROCKER COVER GASKET,,
102341,REPLACED,ROCKER COVER GASKET,,
102342,REPLACED,ALL 4 INTAKE GASKET,,
102343,SECURED,BAFFLE SEAL,,
102344,REPLACED,ROCKER COVER GASKET,,
102345,REPLACED,INTAKE GASKET,,
102346,REPLACED,INTAKE GASKET,,
102347,REPLACED,ROCKER COVER GASKET,,
102348,REPLACED,GASKET,,
102349,,,,
102350,REPLACED,ROCKER COVER GASKET,,
102351,REPLACED,INTAKE GASKET TUBE & FLANGE,2,
102352,REPLACED,INTAKE GASKET,2,L/H
102353,STOP DRILLED,CRACK,,
102354,REPLACED,GASKET,,
102355,,,,
102356,TIGHTENED,,,
102357,,,,
102358,REPLACED,INTAKE GASKET,2,
102359,REPLACED,ROCKER COVER GASKET,3,
102360,REPLACED,CONNECTING ROD,,
102361,REPLACED,GASKET,,
102362,REPLACED,,,
102363,REPLACED,INTAKE GASKET,,
102364,REPLACED,ROCKER COVER GASKET,,
102365,REPLACED,ROCKER COVER,,
102366,REPLACED,CYL INTAKE GASKET,,
102367,,,,
102368,REPLACED,GASKET,,
102369,,,,
102370,STOP DRILLED,CRACK,,
102371,REPLACED,INTAKE GASKET,,
102372,REPLACED,ROCKER COVER GASKET,,
102373,REPLACED,GASKET,,
102374,REPLACED,GASKET,,
102375,REPLACED,GASKET,,
102376,REPLACED,GASKET,,
102377,REPLACED,TIE ROD,,
102378,,,,
102379,STOP DRILLED,CRACK,,
102380,REPLACED,BAFFLE SCREW & WASHER,,
102381,,,,
102382,,,,
102383,,,,
102384,,,,
102385,REPLACED,ROCKER COVER GASKET,1,
102386,STOP DRILLED,BAFFLE,,
102387,,,,
102388,REPLACED,ROCKER COVER GASKET,4 3 2,
102389,REPLACED,INTAKE GASKET,,
102390,REPLACED,INTAKE GASKET,4,
102391,REPLACED,GASKET,,
102392,REPLACED,ROCKER COVER GASKET,,
102393,REPLACED,ANCHOR ASSY,2,
102394,REPLACED,GASKET,,
102395,REPLACED,GASKET,,
102396,REPLACED,ROCKER COVER GASKET,,
102397,REPLACED,INTAKE GASKET,,
102398,REPLACED,INTAKE GASKET,,
102399,REPLACED,ROCKER COVER GASKET,,
102400,REPLACED,ROCKER COVER GASKET,,
102401,REPLACED,GASKET,,
102402,REPLACED,GASKET,,
102403,FASTENED,PROP RIVET,,
102404,REPLACED,GASKET,,
102405,REPLACED,COVER GASKET,4 3,
102406,REPLACED,BAFFLE SEAL,,
102407,REPLACED,INTAKE GASKET,,
102408,REPLACED,ROCKER COVER GASKET,,
102409,REPLACED,ROCKER COVER GASKET,,
102410,,,,
102411,,,,
102412,,,,
102413,REPLACED,GASKET,,
102414,REPLACED,SECTION OF SEAL,,
102415,REPLACED,ALL ROCKER GASKET,,
102416,REPLACED,BAFFLE,,
102417,REPLACED,ROCKER COVER GASKET,4,
102418,REPLACED,INTAKE GASKET,1,
102419,REPLACED,GASKET,,
102420,,,,
102421,REPLACED,ROCKER COVER GASKET,4 1,
102422,REPLACED,INTAKE GASKET,,
102423,REPLACED,ROCKER COVER GASKET,4,
102424,REPLACED,INTAKE GASKET,4,
102425,REPLACED,GASKET,,
102426,,,,
102427,REPLACED,ROCKER COVER GASKET,2,
102428,,,,
102429,STOP DRILLED,CRACK,,
102430,CLEANED,BOTH SNIFFLE VALVE,,
102431,REPLACED,GASKET,,
102432,REPLACED,INTAKE GASKET,4,
102433,REPLACED,ROCKER COVER GASKET,3,
102434,REPLACED,,4 2,
102435,,,,
102436,REPLACED,INTAKE GASKET,,
102437,REPLACED,ROCKER COVER GASKET,,
102438,REPLACED,INTAKE GASKET,4,
102439,,,,
102440,,,,
102441,,,,
102442,,,,
102443,,,,
102444,REPLACED,INSTAKE GASKET,,
102445,REPLACED,,,
102446,,,,
102447,REPLACED,GASKET,,
102448,REPLACED,GASKET,,
102449,REPLACED,INTAKE GASKET,,
102450,REPLACED,INTAKE GASKETS ON L/H ENG,,
102451,REPLACED,,,
102452,REPLACED,ROCKER COVER GASKET,,
102453,,,,
102454,SECURED,BAFFLE SEAL,,
102455,SECURED,BAFFLE SEAL,,
102456,,,,
102457,REPLACED,SCREW,,
102458,REPLACED,INTAKE GASKET ON R/H ENGINE,4,
102459,REPLACED,INTAKE GASKET,2,
102460,REPLACED,INTAKE GASKET & PRIMER LINE CLAMP,1,
102461,REPLACED,,,
102462,TIGHTENED,,,
102463,,,,
102464,REPLACED,GASKET,,
102465,REPLACED,INTAKE GASKET,2,
102466,,,,
102467,STOP DRILLED,CRACK ON #3 AFT BAFFLE,,
102468,,,,
102469,REPLACED,INTAKE GASKET,,
102470,REPLACED,ROCKER COVER GASKET,,
102471,STOP DRILLED,CRACK IN BAFFLE,,
102472,REPLACED,ROCKER COVER GASKET,,
102473,REPLACED,,3 2,
102474,,,,
102475,,,,
102476,,,,
102477,,,,
102478,STOP DRILLED,CRACK,,
102479,REPLACED,GASKET,,
102480,,,,
102481,REPLACED,ROCKER COVER GASKET,4 3,
102482,REPLACED,GASKET,,
102483,REPLACED,GASKET,,
102484,,,,
102485,REPLACED,ROCKER COVER GASKET,2,
102486,REPLACED,ROCKER COVER GASKET,,
102487,REPLACED,NUT,,
102488,,,,
102489,,,,
102490,,,,
102491,,,,
102492,,,,
102493,,,,
102494,,,,
102495,,,,
102496,,,,
102497,,,,
102498,,,,
102499,REPLACED,INTAKE GASKET,2,
102500,REPLACED,GASKET,,
102501,REPLACED,PLUG,,
102502,REPLACED,INTAKE GASKET,2,
102503,,,,
102504,REPLACED,INTAKE GASKET,2,
102505,REPLACED,ROCKER COVER GASKET,2,
102506,REPLACED,INTAKE GASKET,,
102507,,,,
102508,REPLACED,,2,
102509,REPLACED,GASKET,,
102510,REPLACED,GASKET,,
102511,REPLACED,ROCKER GASKET,4,
102512,REPLACED,ADEL CLAMP,,
102513,REPLACED,ROCKER COVER GASKET,3 1,
102514,REPLACED,GASKET,,
102515,REPLACED,,,
102516,REPLACED,GASKET,,
102517,REPLACED,GASKET,,
102518,REPLACED,INTAKE GASKET,4,
102519,REPLACED,ROCKER COVER GASKET,,
102520,TIGHTENED,SCREW,,
102521,,,,
102522,REPLACED,INTAKE GASKET,4,
102523,REPLACED,ROCKER COVER GASKET,4 3,
102524,REPLACED,ROCKER COVER GASKET,,
102525,REPLACED,GASKET,,
102526,,,,
102527,,,,
102528,SECURED,BAFFLE,,
102529,,,,
102530,REPLACED,INTAKE GASKET,,
102531,REPLACED,ROCKER COVER GASKET,,
102532,REPLACED,GASKET,,
102533,REPLACED,ROCKER COVER GASKET,,
102534,REPLACED,GASKET,,
102535,TIGHTENED,LOWER FITTING ON OIL COOLER,,
102536,REPLACED,INTAKE GASKET,,
102537,REPLACED,INTAKE GASKET,,
102538,,,,
102539,,,,
102540,,,,
102541,,,,
102542,REPLACED,ROCKER COVER GASKET,,
102543,REPLACED,INTAKE GASKET,4 3,
102544,TIGHTENED,SCREW,,
102545,,,,
102546,REPLACED,INTAKE GASKET,2,
102547,SECURED,BAFFLE SEAL TO FWD BAFFLE,,
102548,,,,
102549,REPLACED,ROCKER COVER GASKET,3,
102550,,,,
102551,,,,
102552,TIGHTENED,ALL SCREW,,
102553,REPLACED,SERVICEABLE BAFFLE ASSY,,
102554,REPLACED,INTAKE GASKET,2,
102555,REPLACED,ANCHOR STANDBY ASSY,2,
