id,part,problem,rest,location
102931,ZERO,COMPRESSION,COMPRESSION ON L/H ENG,#3 CYL   
102932,ZERO,COMPRESSION,COMPRESSION ON L/H ENG,#3 CYL   
102933,ZERO,COMPRESSION,COMPRESSION ON L/H ENG,#3 CYL   
102934,ROCKER COVER,LEAKING,,#1  R/H ENGINE
102935,INTAKE GASKET,LEAKING,,#2  R/H ENGINE
102936,BAFFLING,CRACKED,AFT SIDE,"#3 CYL  L/H ENGINE,  "
102937,ROCKER COVER GASKET,LEAKING,,"#2, 3 & 4  R/H ENGINE"
102938,ROCKER GASKET,LEAKING,,#2 & 3  L/H ENGINE
102939,INTAKE GASKET,LEAKING,,#2 & 3  L/H ENGINE
102940,BAFFLING,CRACKED,ANGLE BRACKETS,"#4 CYL  L/H ENGINE,  "
102941,,COMPRESSION,LOW COMPRESSION. LEAKING FROM EXHAUST,#4 CYL  L/H ENG  
102942,,COMPRESSION,LOW COMPRESSION. LEAKING FROM EXHAUST,#4 CYL  L/H ENG  
102943,,COMPRESSION,LOW COMPRESSION. LEAKING FROM EXHAUST,#4 CYL  L/H ENG  
102944,INTAKE,LEAKING,,#3  
102945,INTAKE,LEAKING,,#2  
102946,HAD,COMPRESSION,LOW COMPRESSION (50/80),CYL #3  
102947,BOTTOM RIVET HEAD,SHEARED,"OFF ON ENGINE BAFFLE, R/H SIDE, I/",  
102948,,,,
102949,,,,
102950,ROCKER COVER GASKET,LEAKING,,#2 CYL   
102951,,,,
102952,,,,
102953,INTAKE,LEAKING,,#2 & 3  L/H ENGINE
102954,OIL COOLER LWR BAFFLE SEAL,MISSING,,  
102955,ROCKER COVER GASKET,LEAKING,,#1  
102956,FWD ENGINE BAFFLE,WORN,THRU,  
102957,,,,
102958,,,,
102959,,,,
102960,INTAKE GASKET,LEAKING,,CYL #2  
102961,ROCKER COVER GASKET,LEAKING,,CYL #2  
102962,,,,
102963,INTAKE GASKET,LEAKING,,L/H #2 & 4  
102964,UPPER BAFFLE HOLE PLUGS AER,WORN,,  
102965,ROCKER COVER,LEAKING,,#1  
102966,,COMPRESSION,LOW COMPRESSION,#1 CYL   
102967,,COMPRESSION,LOW COMPRESSION,#1 CYL   
102968,ROCKER COVER GASKET,LEAKING,,#2 & 3  
102969,BAFFLE,CRACKED,"PAST STOP DRILL, #4 CYL",  
102970,,,,
102971,ROCKER COVER,LEAKING,OIL,#3  
102972,HARDWARE,MISSING,ROCKER COVER,  #3
102973,INTAKE GASKET,LEAKING,,#2  
102974,ROCKER COVER,LEAKING,,#3 & 4  
102975,ENGINE BAFFLE,CRACKED,,#1 CYL   
102976,AFT BAFFLE TAB,LOOSE,,#3  
102977,INTAKE TUBE GASKET,LEAKING,,#4  
102978,AFT BAFFLE TAB,LOOSE,,#3  
102979,ROCKER BOX COVER GASKET,LEAKING,,#3 & 4  
102980,UPPER ENG COWL,NEEDS,CHAFE TAPE,  
102981,BAFFLE BUTTON PLUG,NEEDS,TO BE REPLACED,L/H   
102982,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
102983,,,,
102984,ROCKER COVER GASKET,LEAKING,,"R/H ENG #2, 3 & 4 CYL   "
102985,INTAKE,LEAKING,,#2  
102986,ROCKER COVER,LEAKING,,#2 & 3  
102987,INTERCYLINDER BAFFLE CONNECTING ROD,BROKEN,,#2 & 4  
102988,LOWER CLAMP,LOOSE,INTAKE,  R/H ENGINE #4
102989,INTAKE,LEAKING,,#4  L/H ENGINE
102990,ROCKER COVER,LEAKING,,#2 & 3  L/H ENGINE
102991,OIL FILLER TUBE,LOOSE,,  
102992,,,,
102993,INTAKE,LEAKING,,#4  
102994,FWD ADEL CLAMP,LOOSE,& RUBBING ON PUSH ROD TUBE, #3 CYL  
102995,INTAKE,LEAKING,,#2  
102996,ROCKER COVER GASKET,LEAKING,,#4  
102997,INTAKE GASKET,LEAKING,,L/H ENG #2 CYL   
102998,ROCKER COVER,MISSING,A SCREW,R/H ENG #3 CYL   
102999,INTAKE,LEAKING,,#2 CYL   
103000,ROCKER COVER GASKET,LEAKING,,#2 CYL   
103001,UPPER COWLING,NEEDS,SMALL PIECE OF CHAFE TAPE,  
103002,UPPER ENG BAFFLING ON ENG,WORN,SEAL SUPPORT,L/H   
103003,,,,
103004,ROCKER COVER,LEAKING,,#2 CYL   
103005,ROCKER COVER BOTTOM SCREW,NEEDS,SWAPPED W/ AFT BAFFLE,#3 CYL   
103006,ROCKER COVER GASKET,LEAKING,,#2 & 3  
103007,BAFFLING,MISSING,SPARK PLUG ACCESS PLUG,#3 CYL   
103008,,,,
103009,FWD BAFFLE,LOOSE,,R/H ENG   
103010,AFT BAFFLE,CRACKED,,#3  
103011,INTAKE GASKET,LEAKING,,#2  
103012,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103013,ROCKER COVER GASKET,LEAKING,,#2  
103014,ROCKER COVER GASKET,LEAKING,,#2  
103015,,,,
103016,,,,
103017,,,,
103018,,,,
103019,,,,
103020,,,,
103021,,,,
103022,INTAKE,LEAKING,,#2  
103023,,,,
103024,,,,
103025,ROCKER COVER GASKET,LEAKING,,CYL #3  
103026,INTAKE GASKET,LEAKING,,#3  
103027,INTAKE GASKET,LEAKING,,#2  
103028,ROCKER COVER GASKET,LEAKING,,#2 CYL   
103029,INTAKE,LEAKING,,#4  
103030,,,,
103031,BOTH BAFFLE PLUG,WORN,,  
103032,INTAKE GASKET,LEAKING,,#4  
103033,BAFFLE PLUG,MISSING,FINGERS,R/H   
103034,ROCKER COVER GASKET,LEAKING,,#4  
103035,INTAKE,LEAKING,,#4  
103036,INTAKE GASKET,LEAKING,,#3 & 4  
103037,ROCKER COVER GASKET,LEAKING,,#2  
103038,,,,
103039,CYL,COMPRESSION,COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST, #2 
103040,CYL,COMPRESSION,COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST, #2 
103041,CYL,COMPRESSION,COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST, #2 
103042,ROCKER COVER,LEAKING,,#2 & 3  
103043,ROCKER COVER,LEAKING,,#2  
103044,,,,
103045,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103046,INTAKE GASKET,LEAKING,,#4  
103047,SNIFFLER VALVE,DIRTY,,  
103048,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
103049,ROCKER GASKET,LEAKING,,"#2, 3, 4  "
103050,INTAKE,LEAKING,,#2  
103051,ROCKER COVER GASKET,LEAKING,,CYL #4  
103052,INTAKE,LEAKING,"INTAKE LEAKING, CYL #2 INTAKE L",#4  CYL #3
103053,,,,
103054,,,,
103055,ROCKER COVER SCREW,LOOSE,,ALL   
103056,,,,
103057,,,,
103058,BOTH BAFFLE PLUG,WORN,,  
103059,ROCKER COVER,LEAKING,,#2 & 4  
103060,BAFFLE PLUG,WORN,,  
103061,INTAKE,LEAKING,,#2  
103062,INTAKE,LEAKING,,#3  
103063,INDUCTION TUBE GASKET,LEAKING,,#4  
103064,,,,
103065,,,,
103066,FUEL TOP ENGINE BAFFLE SEAL,NEEDS,TO BE SECURED,R/H   
103067,INTAKE GASKET,LEAKING,,#2 & 3  
103068,ROCKER COVER GASKET,LEAKING,,#2 & 3  
103069,,,,
103070,INTAKE,LEAKING,,#4  
103071,,,,
103072,,,,
103073,INTAKE GASKET,LEAKING,,#2 & 4  
103074,FOAM SEAL,LOOSE,"BULKHEAD, BEHIND ENGINE INLET",R/H ENGINE   
103075,BAFFLE ACCESS HOLE,WORN,,L/H REAR ENGINE   
103076,INTAKE GASKET,LEAKING,,#4  
103077,ROCKER COVER GASKET,LEAKING,,#3  
103078,,,,
103079,,,,
103080,INTAKE,LEAKS,,#4 CYLINDER   
103081,FRONT BAFFLE SEAL,WORN,BY ENG INLET & EDGES,  
103082,OIL RETURN LINE,LEAKING,,"#1, 2, 3 & 4  "
103083,INTAKE,LEAKING,,#3  
103084,ROCKER COVER,LEAKING,,#2  
103085,ROCKER GASKET,LEAKING,,#1  
103086,INTAKE GASKET,LEAKING,,#1  
103087,INTAKE,LEAKING,,#2 & 4  
103088,INTAKE GASKET,LEAKING,,"#2, 3 & 4  "
103089,ROCKER COVER,MISSING,HARDWARE,#2 & 4  
103090,,,,
103091,ROCKER COVER GASKET,LEAKING,,#1 & 2  
103092,,,,
103093,SIDE COWL SEAL,LOOSE,,L/H   
103094,INTAKE GASKET,LEAKING,,#3 & 4  
103095,ROCKER GASKET,LEAKING,,ALL   
103096,INTAKE GASKET,LEAKING,,#4  
103097,INTAKE GASKET,LEAKING,,#3 CYL   
103098,INTAKE GASKET,LEAKING,,#2 & 4 CYL   
103099,,,,
103100,AFT BAFFLE,CRACKED,,#3  R/H ENGINE
103101,INTAKE,LEAKING,,R/H ENGINE #2 & 3  
103102,INTAKE,LEAKING,,"L/H ENGINE #2, 3, 4  "
103103,ROCKER COVER,LEAKING,,"R/H ENGINE #4, 2, 3  "
103104,,,,
103105,,,,
103106,FWD BAFFLE SEAL,WORN,SPOTS,  
103107,INTAKE GASKET,LEAKING,,R/H ENGINE #4  
103108,INTAKE,LEAKING,,#2 & 4  L/H ENGINE
103109,ROCKER GASKET,LEAKING,,R/H #4  
103110,ROCKER COVER,LEAKING,,#4  L/H ENGINE
103111,INDUCTION PIPE,LEAKING,,#2 & 3  L/H ENGINE
103112,,,,
103113,,,,
103114,,,,
103115,,,,
103116,,,,
103117,,,,
103118,,,,
103119,,,,
103120,,,,
103121,,,,
103122,INTAKE GASKET,LEAKING,,CYL #3 & 4  
103123,,,,
103124,FWD ENG BAFFLE SEAL ABOVE VACUUM PUMP,TORN,,  
103125,FWD ENG PLUGS SAFETY WIRE,LOOSE,& CHAFING THROUGH,  
103126,FWD ENG BAFFLE SEAL ABOVE VACUUM PUMP,TORN,,  
103127,SCREW,MISSING,AT #3 CYL BAFFLE,  
103128,ROCKER COVER GASKET,LEAKING,,#2 & 3  L/H ENG
103129,,,,
103130,INTAKE TUBE GASKET,LEAKING,,#2  
103131,INTAKE GASKET,LEAKING,,#2  
103132,ROCKER COVER,LEAKING,,#2 & 3 CYL   
103133,CHT FITTING,NEEDS,TO BE REPLACED,#2  
103134,INTAKE,LEAKING,,#4  
103135,,,,
103136,INTAKE GASKET,LEAKING,,#2 CYL   
103137,INTAKE,LEAKING,,"#3, 4 & 1  "
103138,,,,
103139,,,,
103140,INTAKE,LEAKING,,#4  
103141,ENGINE BAFFLE PLUG,WORN,,  
103142,ROCKER COVER,LEAKING,,"#1, 2 & 3  "
103143,INTAKE GASKET,LEAKING,,#3  
103144,,,,
103145,INTAKE,LEAKING,, #1 & 2 
103146,INTAKE GASKET,LEAKING,,CYL #1 & 4  
103147,INTAKE GASKET,LEAKING,,CYL #2  
103148,ROCKER COVER GASKET,LEAKING,,CYL #1  
103149,ROCKER DRAIN LINE,LOOSE,,#1  
103150,ROCKER COVER,LEAKING,,#2  
103151,BAFFLE MOUNTING BRACKET,LOOSE,,R/H AFT ENGINE   
103152,BOLT,MISSING,SIDE BAFFLE,  #3 CYL 
103153,ROCKER COVER GASKET,LEAKING,,#3 CYL   
103154,INTAKE TUBE GASKET,LEAKING,,#2  
103155,INTAKE GASKET,LEAKING,,#3 & 4  
103156,ROCKER DRAIN LINE,LEAKING,AT SUMP,#2 CYL   
103157,,,,
103158,,,,
103159,OIL,LEAK,"AT CRANKCASE BOLTS, USED TO MOUNT FUEL FLOW TRANSDU",  
103160,INTAKE GASKET,LEAKING,,#2  
103161,ROCKER COVER GASKET,LEAKING,,#2  
103162,INTAKE,LEAKING,,#2 & 4  
103163,ROCKER COVER,LEAK,,"#3, 4  "
103164,ROCKER BOX COVER GASKET,LEAKING,,#1  
103165,,,,
103166,,,,
103167,,,,
103168,,,,
103169,LWR FWD ENG SEAL,WORN,IN AREA ABOVE ENG INLET,  
103170,,,,
103171,,,,
103172,,,,
103173,INTAKE,LEAKING,,#2 & 4  
103174,INTAKE GASKET,LEAKING,,CYL #4  
103175,FRONT CRANKSHAFT OIL SEAL,LEAKING,,  
103176,FRONT CRANKSHAFT OIL SEAL,LEAKING,,  
103177,INTAKE GASKET,LEAKING,,#2 & 3 CYL   
103178,INTAKE GASKET,LEAKING,,#2  
103179,INTAKE GASKET,LEAKING,,#2  
103180,ROCKER COVER GASKET,LEAKING,,#3  
103181,ZERO,COMPRESSION,"COMPRESSION ON #1 CYLINDER. LEAKING FROM EXHAUST VALVE,",  
103182,INTAKE,LEAKS,,#2  
103183,,,,
103184,,,,
103185,INTAKE GASKET,LEAKING,,#2  
103186,INTAKE GASKET,LEAKING,,#1  
103187,OUTER BAFFLING,CRACKED,BY NUTPLATE,#1 CYL   
103188,INTAKE GASKET,LEAKING,,#2 & 3  
103189,,,,
103190,BOTTOM BAFFLE,CRACKED,/CHAFING ON CYL FINS,#4 CYL   
103191,ROCKER COVER SCRWE,LOOSE,,ALL   
103192,INTAKE GASKET,LEAKING,,#3 & 4 CYL   
103193,,,,
103194,,,,
103195,,,,
103196,,,,
103197,,,,
103198,BAFFLE BUTTON,WORN,,1  
103199,,,,
103200,,,,
103201,,OIL LEAK,AT HOISTING LOOP,R/H ENGINE   
103202,INTAKE GASKET,LEAKING,,"R/H #2, 3 & 4  "
103203,SIDE BAFFLE SEAL,LOOSE,,R/H ENG #1  
103204,INTAKE GASKET,LEAKING,,#2 & 4  L/H ENGINE
103205,ROCKER COVER GASKET,LEAKING,,"#1, 3 & 4  L/H ENGINE"
103206,INTAKE GASKET,LEAKING,,"R/H #2, 3 & 4  "
103207,INTAKE GASKET,LEAKING,,#2 & 4  L/H ENGINE
103208,,OIL LEAK,AT HOISTING LOOP,R/H ENGINE   
103209,ROCKER COVER GASKET,LEAKING,,"#1, 3 & 4  L/H ENGINE"
103210,LOWER COWL SEAL,LOOSE,,  
103211,COWL BRACKET,CRACKED,,  L/H ENGINE
103212,COWL BRACKET,CRACKED,,  L/H ENGINE
103213,,,,
103214,INTAKE GASKET,LEAKING,,#4  
103215,ROCKER COVER GASKET,LEAKING,,#3  
103216,ROCKER COVER GASKET,LEAKING,,#4  
103217,ROCKER COVER GASKET,LEAKING,,#2 & 3  
103218,INTAKE GASKET,LEAKING,,#2 & 3  
103219,INTAKE GASKET,LEAKING,,#3  
103220,INTAKE,LEAKING,,#3  
103221,,,,
103222,ROCKER COVER,LEAKING,,L/H ENG #4  
103223,INTAKE,LEAKING,,L/H ENG #2 & 4  
103224,INTAKE,LEAKING,,"R/H ENGINE  2, 3 & 4 "
103225,INTAKE,LEAKING,,#4  
103226,BAFFLE TIE ROD,BROKEN,,R/H   
103227,ROCKER COVER GASKET,LEAKING,,#4  
103228,INTAKE GASKET,LEAKING,,#1 & 4  
103229,OUTER CYL BAFFLING,CRACKED,BY NUTPLATE,#1  
103230,INDUCTION TUBE GASKET,LEAKING,,#4  
103231,INTAKE,LEAKING,,#3 & 4  
103232,,,,
103233,,,,
103234,BOTH BAFFLE BUTTON,WORN,,  
103235,,,,
103236,,,,
103237,BAFFLE BOLT OR SCREW,MISSING,FWD L/H SIDE IN FRONT OF #2 CY,  
103238,,,,
103239,NUT,MISSING,"TOP BACK BONE OF ENG, AFT SLING POINT",  
103240,,,,
103241,,,,
103242,ENGINE BAFFLE,CRACKED,ABOVE #1 CYL,  
103243,INTAKE GASKET,LEAKING,,CYL #4  
103244,BAFFLE PLUG,DAMAGED,REQUIRES REPLACEMENT,  
103245,ROCKER COVER,LEAKING,,#4 CYL   
103246,,,,
103247,INTAKE GASKET,LEAKING,,"#1, 2 & 3  "
103248,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103249,INTAKE,LEAKING,,#2  
103250,INTAKE,LEAKING,,#2 CYL   
103251,INNER BAFFLE CONNECTOR ROD,BROKEN,,2 & 4 CYL   
103252,INTAKE GASKET,LEAKING,,#4 CYL   
103253,INTAKE,LEAKING,,#1 CYL   
103254,,,,
103255,ROCKER COVER GASKET,LEAKING,,#1 & 2  
103256,INTAKE GASKET,LEAKING,,#2 & 4  
103257,,,,
103258,,,,
103259,,,,
103260,ROCKER COVER,LEAKING,,#3  
103261,ROCKER COVER,LEAKING,(ALL 4),"#1, 3, 4 & 2  "
103262,TAB,WORN,OFF OF BAFFLE PLUGS,  
103263,INTAKE,LEAKING,,#1  
103264,INTAKE GASKET,LEAKING,,"#1, 2, 3 & 4  "
103265,ROCKER COVER GASKET,LEAKING,,#1 & 4  
103266,INTAKE,LEAKING,,"#2, 3, 4  L/H ENGINE"
103267,FWD BAFFLE SEAL,LOOSE,,R/H   
103268,BAFFLE ATTACH BRACKET,LOOSE,,R/H REAR ENGINE   
103269,INTAKE GASKET,LEAKING,,#2  
103270,SIDE BAFFLE SEAL,WORN,,#3 & 4  
103271,BAFFLE,CRACKED,@ #1 CYL,  
103272,,,,
103273,,,,
103274,INTAKE,LEAKING,, #2 & 4 
103275,BOTH BAFFLE BUTTON,WORN,,  
103276,FWD BAFFLE SEAL,WORN,SPOTS BY ENG INDUCTION,  
103277,,,,
103278,SCREW,MISSING,"ROCKER COVER, L/H ENGINE",  #3 CYL 
103279,ROCKER COVER,LEAKING,,"#2, 3  R/H ENGINE"
103280,INTAKE,LEAKING,,"#2, 3, 4  R/H ENGINE"
103281,INTAKE GASKET,LEAKING,,#2 & 4  L/H ENGINE
103282,ROCKER COVER,LEAKING,,#3 & 4  L/H ENGINE
103283,,,,
103284,INTAKE GASKET,LEAKING,,"#2, 3 & 4  L/H ENGINE"
103285,,,,
103286,ROCKER BOX COVER,LEAKING,,R/H ENG #2 & 4  
103287,BAFFLE CONNECTION ROD,LOOSE,OF L/H ENGINE,  #1 & 3 CYL 
103288,INTAKE,LEAKING,,#3 & 4  
103289,BAFFLE PLUGS ABOVE,WORN,, #3 & 4 CYL  
103290,,,,
103291,SCREW,MISSING,"ENGINE BAFFLE #3 CYL, BY OIL FILL TUBE",  
103292,BAFFLE PATCH,CRACKED,ABOVE #4 CYL,  
103293,CYL,DEAD,,L/H ENG #4  
103294,FWD BAFFLE MATERIAL,TORN,,L/H   
103295,INTAKE,LEAKING,,#3 & 4  L/H ENGINE
103296,,,,
103297,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
103298,CYL,DEAD,,L/H ENG #4  
103299,CYL,DEAD,,L/H ENG #4  
103300,CYL,DEAD,,L/H ENG #4  
103301,ROCKER GASKET,LEAKING,,#1 & 4  L/H ENGINE
103302,BACK BONE,LEAKING,OIL IN MIDDLE,L/H ENG   
103303,INTAKE GASKET,LEAKING,,  L/H ENGINE
103304,QUICK DRAIN,NEEDS,INSTALLATION,L/H ENGINE   
103305,QUICK DRAIN,NEEDS,INSTALLATION,R/H ENGINE   
103306,INTAKE,LEAKING,,"#1, 2 & 4 CYL   "
103307,INTAKE GASKET,LEAKING,,CYL #1  
103308,TYWRAP,BROKEN,STAND OFF ON #2 CYL,  
103309,BATTERY BOX BRACKET,CRACKED,,  
103310,SIMULATED,OIL LEAK,ENGINE,  
103311,BAFFLE PLUG ABOVE,BROKEN,TABS, #4 CYL  
103312,ROCKER COVER,LEAKING,,#2  
103313,,,,
103314,INTERCYLINDER BAFFLE,CRACKED,,#2 & 4  
103315,INTAKE,LEAKING,, 2 & 3 L/H ENGINE
103316,INTAKE,LEAKING,, 2 & 4 R/H ENGINE
103317,,,,
103318,ROCKER COVER,LEAKING,,ALL 4  R/H ENGINE
103319,ROCKER COVER,LEAKING,," 1, 2, 3 & 4 L/H ENGINE"
103320,,,,
103321,,,,
103322,,,,
103323,,,,
103324,ROCKER COVER,LEAKING,,#1  
103325,,,,
103326,INTAKE GASKET,LEAKING,,"#1, 2, 4  "
103327,ENGINE,FAILED,ONCE ON RUN UP. ENGINE RAN ROUGH & ALMOST QUIT,  
103328,INTAKE,LEAKING,, 2 & 4 R/H ENG
103329,INTAKE,LEAKING,, 1 & 3 L/H ENG
103330,INTAKE GASKET,LEAKING,,#3 & 4 CYL   
103331,INTAKE,LEAKING,,#4  
103332,FWD ENGINE BAFFLE SEAL,LOOSE,,R/H   
103333,INTAKE,LEAKING,,#3  
103334,BAFFLE SCREW,MISSING,ABOVE STARTER,2  
103335,INTAKE,LEAKING,,#4  
103336,FWD BAFFLE MATERIAL,LOOSE,,R/H   
103337,INTAKE GASKET,LEAKING,,CYL #2  
103338,ROCKER COVER,LEAKING,,"CYL #1, 4  "
103339,ROCKER COVER GASKET,LEAKING,,#1 & 2 CYL   
103340,INTAKE GASKET,LEAKING,,#3  
103341,INTAKE GASKET,LEAKING,,#2 CYL   
103342,BAFFLE,CRACKED,ABOVE #1 CYL,  
103343,INTAKE GASKET,LEAKING,,#2  
103344,ROCKER COVER GASKET,LEAKING,,#3 & 4  
103345,INTAKE,LEAKING,,"#1, 2, 4  "
103346,BAFFLE PLUG LOCK TAB,BROKEN,,R/H ENG   
103347,INTAKE GASKET,LEAKING,,#4 CYL   
103348,INTAKE,LEAKING,,#3  
103349,SCREW,MISSING,BAFFLE,  R/H 
103350,FWD LWR ENG BAFFLE SEAL,WORN,ABOVE ENG AIR INTAKE,  
103351,INTAKE GASKET,LEAKING,,CYL #3  
103352,RIGHT BAFFLE PLUG,DAMAGED,,  
103353,,,,
103354,INTAKE GASKET,LEAKING,,#3  
103355,,,,
103356,OIL FILLER TUBE,LOOSE,,  
103357,INTER BAFFLE ROD FASTENER,BROKEN,,  
103358,AFT BAFFLE TAB RIVET,LOOSE,,#3  
103359,INTAKE GASKET,LEAKING,,#4  
103360,,,,
103361,BAFFLE,CRACKED,,#3  
103362,ENG FWD LWR COWL SEAL,WORN,ABOVE AIR INTAKE,  
103363,BOLT,MISSING,"BAFFLE, R/H ENG",  #4
103364,ROCKER COVER GASKET,LEAKING,,CYL #4  
103365,INTAKE GASKET,LEAKING,,#1 & 2  
103366,INTAKE GASKET,LEAKING,,R/H ENG #3 CYL   
103367,ROCKER COVER GASKET,LEAKING,,#3  
103368,ROCKER COVER,LEAKING,,#4  
103369,ROCKER COVER SCREW,NEED,TIGHTENING,ALL   
103370,RIGHT BAFFLE TIE ROD,BROKEN,,  
103371,ROCKER COVER GASKET,LEAKING,,"L/H ENG #2, 3  "
103372,BAFFLE SEAL,WORN,& WEARING ABOVE ENG INLET,  
103373,,,,
103374,ROCKER COVER,LEAKING,,#1 & 2  
103375,ROCKER DRAIN LINE,LEAKING,,#1 & 3  
103376,INTAKE GASKET,LEAKING,,L/H ENG #4 CYL   
103377,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4 CYL   
103378,INTAKE,LEAKING,,#2  
103379,INTAKE,LEAKING,, #3 R/H ENGINE
103380,ROCKER COVER,LEAKING,,#1 & 2  L/H ENGINE
103381,FWD ENGINE BAFFLE,LOOSE,,R/H   
103382,INTAKE TUBE GASKET,LEAKING,,#2  
103383,,,,
103384,,,,
103385,ENGINE,NEEDS,TO BE PRESERVED,  
103386,ENGINE,NEEDS,TO BE PRESERVED,  
103387,ENGINE,NEEDS,TO BE PRESERVED,  
103388,ENGINE,NEEDS,TO BE PRESERVED,  
103389,ENGINE,NEEDS,TO BE PRESERVED,  
103390,ENGINE,NEEDS,TO BE PRESERVED,  
103391,ENGINE,NEEDS,TO BE PRESERVED,  
103392,ENGINE,NEEDS,TO BE PRESERVED,  
103393,INTAKE GASKET,LEAKING,,#4  
103394,SCREW,MISSING,FROM R/H ENGINE #4 BAFFLE,  
103395,,,,
103396,BAFFLE TIE ROD,MISSING,UNDER #2 & 4 CYLINDERS,  
103397,,,,
103398,ENGINE BAFFLE,CRACKED,,  #3 CYL
103399,BAFFLE,CRACKED,,#2 CYL   
103400,AFT BAFFLE,CRACKED,,CYL #3  
103401,FWD BAFFLE,CRACKED,,CYL #1  
103402,ROCKER COVER,LEAKING,,#4  
103403,INTAKE,LEAKING,,#2 & 4  
103404,INTAKE GASKET,LEAKING,,#2  
103405,ROCKER COVER GASKET,LEAKING,,"#2, 3, 4  "
103406,BAFFLE CONNECTION ROD,BROKEN,,#2 & 4 CYL   
103407,INTAKE GASKET,LEAKING,,#2  
103408,BAFFLE SCREW,MISSING,,R/H REAR ENGINE   
103409,INDUCTION TUBE GASKET,LEAKING,,#4  
103410,ROCKER,LEAKING,,#3  
103411,INTAKE,LEAKING,,#4  
103412,ROCKER GASKET,LEAKING,,#2  
103413,INTAKE GASKET,LEAKING,,"#1, 3 & 4  "
103414,INTAKE,LEAKING,,R/H ENGINE #3  
103415,INTAKE GASKET,LEAKS,,L/H ENG #4  
103416,INTAKE TUBE GASKET,LEAKING,,#2  
103417,INTAKE GASKET,LEAKING,,#2  
103418,INTAKE,LEAKING,,#3 & 4  R/H ENGINE
103419,INTAKE,LEAKING,,"#2, 3 & 4  L/H ENGINE"
103420,ENG CYL INTAKE,LEAKS,,#2  
103421,FWD BLACK ENG SEAL,WORN,,  
103422,AFT BAFFLE SUPPORT BRACKET,MISSING,SCREW,#3  
103423,BAFFLE FASTENER,BROKEN,,#2 & 4 CYL   
103424,MOMENTARY,STUCK,VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH,  
103425,MOMENTARY,STUCK,VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH,  
103426,INTAKE FEEL,LOOSE,,#3 CYL   
103427,INTAKE,LEAKING,,#2  
103428,ROCKER COVER,LEAKING,,#3  
103429,INTAKE GASKET,LEAKING,,#4  
103430,INTAKE GASKET,LEAKS,,#4  
103431,BAFFLING CONNECTING ROD,BROKEN,,R/H   
103432,INTAKE GASKET,LEAKING,,CYL #3  
103433,,,,
103434,INTAKE GASKET,LEAKING,,#3  
103435,BOTH BAFFLE PLUG,WORN,,  
103436,INTAKE GASKET,LEAKING,,"CYL #2, 3 & 4  "
103437,ROCKER GASKET,LEAKING,,#2 & 4  
103438,,,,
103439,INTAKE GASKET,LEAKING,,CYL #3 & 4  
103440,INTAKE GASKET,LEAKING,(L/H ENGINE),#2 & 4  
103441,ROCKER GASKET,LEAKING,,#1  L/H ENGINE
103442,ROCKER COVER GASKET,LEAKING,(R/H ENGINE),#3 & 4  
103443,INTAKE GASKET,LEAKING,,#3 & 4  L/H ENGINE
103444,INTAKE GASKET,LEAKING,,#2 & 4  R/H ENGINE
103445,AFT BAFFLE,WORN,,CYL #3  
103446,,OIL LEAKING,"AT CYLINDER BASE, LOWER AFT CORNER",#1 CYL   
103447,,,,
103448,,,,
103449,INTAKE,LEAKING,,#2  
103450,,,,
103451,,,,
103452,,,,
103453,SCREW,MISSING,"I/B OF OIL COOLER, FOR ENGINE BAFFLE",  
103454,,,,
103455,,,,
103456,INTAKE GASKET,LEAKING,,CYL #2  
103457,ROCKER COVER GASKET,LEAKING,,CYL #1  
103458,FRONT ENGINE OIL SEAL,LEAKING,,  
103459,FRONT ENGINE OIL SEAL,LEAKING,,  
103460,ENGINE,NEEDS,TO BE FOGGED,  
103461,ENGINE,NEEDS,TO BE FOGGED,  
103462,ENGINE,NEEDS,TO BE FOGGED,  
103463,ENGINE,NEEDS,TO BE FOGGED,  
103464,,,,
103465,INTAKE,LEAKING,,R/H ENG #1  
103466,ENGINE BAFFLE,CRACKED,"AFT OF #3 CYL, L/H ENG",  
103467,INTAKE GASKET,LEAKING,,#3 & 4  R/H ENGINE
103468,ROCKER COVER GASKET,LEAKING,,#4  R/H ENGINE
103469,,COMPRESSION,LOW COMPRESSION,#3 CYL  R/H ENGINE  
103470,INTAKE,LEAKING,,#2  
103471,ROCKER COVER,LEAKING,,#3  
103472,ROCKER COVER GASKET,LEAKING,,#4  
103473,INTAKE GASKET,LEAKING,,#1  
103474,INTAKE GASKET,LEAKING,,#2 CYL   
103475,INTAKE,LEAKING,,#2 & 4  
103476,ROCKER COVER,LEAKING,,"#2, 3, 4  "
103477,INTAKE GASKET,LEAKING,,#4  
