IDENT,LOCATION,PART,TGGEDPROBLEM
102951,ENGINE,,"VIBRATION, ROUGH"
102952,,,LOW N2 CONDITIONS
102953,"2 & 3, L/H",INTAKES,LEAKING
102954,,BAFFLE SEAL,MISSING
102955,#1,ROCKER COVER GASKET,LEAKING
102956,,BAFFLE,WORN
102957,L/H PROP TIP,A/C,DAMAGED
102958,L/H PROP TIP,A/C,DAMAGED
102959,L/H PROP TIP,A/C,DAMAGED
102960,CYL #2,INTAKE GASKET,LEAKING
102961,CYL #2,ROCKER COVER GASKET,LEAKING
102962,"R/H, #2 & 4 CYL",BAFFLE,REWORK
102963,L/H #2 & 4,INTAKE GASKETS,LEAKING
102964,,BAFFLE,"HOLE, WORN"
102965,#1,ROCKER COVER,LEAKING
102966,#1 CYL,,LOW COMPRESSION
102967,#1 CYL,,LOW COMPRESSION
102968,2 & 3,ROCKER COVER GASKETS,LEAKING
102969,#4 CYL,BAFFLE,CRACKED
102970,,BAFFLE PLUG HOLE,
102971,#3,ROCKER COVER,LEAKING
102972,#3,ROCKER COVER,HARDWARE MISSING
102973,#2,INTAKE GASKET,LEAKING
102974,#3 & 4,ROCKER COVERS,LEAKING
102975,#1 CYL ENGINE,BAFFLE,CRACKED
102976,#3,BAFFLE TAB,LOOSE
102977,#4,INTAKE TUBE GASKET,LEAKING
102978,#3,BAFFLE TAB,LOOSE
102979,#3 & 4,ROCKER BOX COVER GASKETS,LEAKING
102980,,,COWL NEEDS
102981,L/H,BAFFLE BUTTON PLUG,
102982,"#2, 4",ROCKER COVER GASKETS,LEAKING
102983,R/H,BAFFLE SEAL,
102984,"R/H ENG #2, 3 & 4 CYL",ROCKER COVER GASKETS,LEAKING
102985,#2,INTAKE,LEAKING
102986,2 & 3,ROCKER COVERS,LEAKING
102987,#2 & 4,BAFFLE,BROKEN
102988,R/H ENGINE #4,INTAKE,LOOSE
102989,"#4, L/H",INTAKE,LEAKING
102990,"2 & 3, L/H",ROCKER COVERS,LEAKING
102991,,,LOOSE
102992,L/H,BAFFLE,SECURED
102993,#4,INTAKE,LEAKING
102994,#3 CYL,ROD TUBE,"LOOSE, RUBBING"
102995,#2,INTAKE,LEAKING
102996,#4,ROCKER COVER GASKET,LEAKING
102997,L/H ENG #2 CYL,INTAKE GASKET,LEAKING
102998,R/H ENG #3,ROCKER COVER,MISSING A SCREW
102999,#2 CYL,INTAKE,LEAKING
103000,#2 CYL,ROCKER COVER GASKET,LEAKING
103001,,,
103002,L/H UPPER ENG,,"BAFFLING, WORN, SUPPORT"
103003,#2 & 4,,"CYLDERS,"
103004,#2 CYL,ROCKER COVER,LEAKING
103005,#3 CYL,"ROCKER COVER, BAFFLE",
103006,2 & 3,ROCKER COVER GASKETS,LEAKING
103007,#3 CYL,BAFFLING,MISSING SPARK PLUG
103008,TOP OF #2 CYL,,"CRACK, BAFFLING"
103009,R/H ENG,BAFFLE,LOOSE
103010,#3,AFT BAFFLE,CRACKED
103011,#2,INTAKE GASKET,LEAKING
103012,#3 & 4,ROCKER COVER GASKETS,LEAKING
103013,#2,ROCKER COVER GASKET,LEAKING
103014,#2,ROCKER COVER GASKET,LEAKING
103015,,,CHANGE
103016,,,CHANGE
103017,ENGINE,,CHANGE
103018,ENGINE,,CHANGE
103019,ENGINE,,CHANGE
103020,ENGINE,,CHANGE
103021,ENGINE,,CHANGE
103022,#2,INTAKE,LEAKING
103023,,IDLE RPM,
103024,,IDLE RPM,
103025,CYL #3,ROCKER COVER GASKET,LEAKING
103026,#3,INTAKE GASKET,LEAKING
103027,#2,INTAKE GASKET,LEAKING
103028,#2 CYL,ROCKER COVER GASKET,LEAKING
103029,#4,INTAKE,LEAKING
103030,ENGINE,,"FLUCTUATE 200 -, 250 RPM, ROUGH"
103031,,BAFFLE PLUGS,WORN
103032,#4,INTAKE GASKET,LEAKING
103033,R/H,BAFFLE PLUG,MISSING FINGERS
103034,#4,ROCKER COVER GASKET,LEAKING
103035,#4,INTAKE,LEAKING
103036,#3 & 4,INTAKE GASKETS,LEAKING
103037,#2,ROCKER COVER GASKET,LEAKING
103038,#2 CYL,BAFFLING,CRACK
103039,CYL #2,,"COMPRESSION LOW, OUT OF EXHAUST"
103040,CYL #2,,"COMPRESSION LOW, OUT OF EXHAUST"
103041,CYL #2,,"COMPRESSION LOW, OUT OF EXHAUST"
103042,2 & 3,ROCKER COVERS,LEAKING
103043,#2,ROCKER COVER,LEAKING
103044,ENGINE,,OVERSPEED
103045,#3 & 4,ROCKER COVER GASKETS,LEAKING
103046,#4,INTAKE GASKET,LEAKING
103047,,VALVE DIRTY,
103048,"#2, 4",ROCKER COVER GASKETS,LEAKING
103049,"2, 3",ROCKER GASKETS,LEAKING
103050,#2,INTAKE,LEAKING
103051,CYL #4,ROCKER COVER GASKET,LEAKING
103052,"#4, CYL #3, CYL #2","INTAKE, INTAKE, INTAKE","LEAKING, LEAKING, L"
103053,#4 CYL,BAFFLE,CRACK
103054,1 CYL UPPER,BAFFLE,CRACK
103055,,ROCKER COVER SCREWS,LOOSE
103056,,,LOOSE
103057,,FOR I/B L/H SIDE ENG,BROKEN
103058,,BAFFLE PLUGS,WORN
103059,#2 & 4,ROCKER COVERS,LEAKING
103060,,BAFFLE PLUGS,WORN
103061,#2,INTAKE,LEAKING
103062,#3,INTAKE,LEAKING
103063,#4,INDUCTION TUBE GASKET,LEAKING
103064,"ENGINE, R/H REAR",BAFFLE SUPPORT BRACKET,LOOSE
103065,R/H,"BAFFLE TIE DOWN, BAFFLE",UNSECURED
103066,R/H FUEL TOP ENGINE,BAFFLE SEAL,SECURED
103067,2 & 3,INTAKE GASKET,LEAKING
103068,2 & 3,ROCKER COVER GASKETS,LEAKING
103069,#1 CYL,BAFFLE,CRACK
103070,#4,INTAKE,LEAKING
103071,,BAFFLING SEAL,
103072,#3 CYLINDER,,
103073,#2 & 4,INTAKE GASKETS,LEAKING
103074,"R/H ENGINE, ENGINE",FOAM SEAL,LOOSE
103075,L/H REAR,BAFFLE,WORN
103076,#4,INTAKE GASKET,LEAKING
103077,#3,ROCKER COVER GASKET,LEAKING
103078,"ENGINE, R/H",,
103079,,,LEANING
103080,#4 CYLINDER,INTAKE,LEAKS
103081,,BAFFLE SEAL,WORN
103082,"#1, 2, 3 & 4",OIL RETURN LINES,LEAKING
103083,#3,INTAKE,LEAKING
103084,#2,ROCKER COVER,LEAKING
103085,#1,ROCKER GASKET,LEAKING
103086,#1,INTAKE GASKET,LEAKING
103087,#2 & 4,INTAKES,LEAKING
103088,"2, 3 & 4",INTAKE GASKETS,LEAKING
103089,#2 & 4,ROCKER COVERS,MISSING HARDWARE
103090,#1 CYL,BAFFLE,CRACK
103091,#1 & 2,ROCKER COVER GASKETS,LEAKING
103092,ENGINE,"BAFFLE, ALTERNATOR ATTACH BOLT",CRACK
103093,L/H SIDE,COWL SEAL,LOOSE
103094,#3 & 4,INTAKE GASKETS,LEAKING
103095,,ROCKER GASKETS,LEAKING
103096,#4,INTAKE GASKET,LEAKING
103097,#3 CYL,INTAKE GASKET,LEAKING
103098,#2 & 4 CYL,INTAKE GASKETS,LEAKING
103099,,VACUUM,CHAFING
103100,"#3, R/H",AFT BAFFLE,CRACKED
103101,R/H ENGINE #2 & 3,INTAKES,LEAKING
103102,"L/H ENGINE #2, 3",INTAKES,LEAKING
103103,"R/H ENGINE #4, 2, 3",ROCKER COVERS,LEAKING
103104,"CYL #2,",INTAKE GASKET,LEAKING
103105,,,
103106,,BAFFLE SEALS,WORN
103107,R/H ENGINE #4,INTAKE GASKET,LEAKING
103108,"#2 & 4, L/H",INTAKES,LEAKING
103109,R/H #4,ROCKER GASKET,LEAKING
103110,"#4, L/H",ROCKER COVER,LEAKING
103111,"2 & 3, L/H",INDUCTION PIPES,LEAKING
103112,"ENGINE, 2 CYL",,"ROUGH, LOW"
103113,ENGINE,,
103114,ENGINE,,"ROUGH, FIRING"
103115,ENGINE,,"ROUGH, FIRING"
103116,ENGINE,,"ROUGH, FIRING"
103117,,,ROUGH
103118,,,ROUGH
103119,,,ROUGH
103120,,,ROUGH
103121,,,ROUGH
103122,CYL #3,INTAKE GASKETS,LEAKING
103123,ENGINE,,ROUGH
103124,,BAFFLE SEAL ABOVE,TORN
103125,,,"LOOSE, CHAFING"
103126,,BAFFLE SEAL ABOVE,TORN
103127,#3 CYL,BAFFLE,SCREW MISSING
103128,"2 & 3, L/H",ROCKER COVER GASKETS,LEAKING
103129,,"BAFFLE SEAL ABOVE, AIR FILTER BOX,",CHAFED
103130,#2,INTAKE TUBE GASKET,LEAKING
103131,#2,INTAKE GASKET,LEAKING
103132,#2 & 3 CYL,ROCKER COVERS,LEAKING
103133,#2 CHT,,
103134,#4,INTAKE,LEAKING
103135,WEAR,BAFFLE SEALS,
103136,#2 CYL,INTAKE GASKET,LEAKING
103137,#3,INTAKES,LEAKING
103138,#3,ROCKER DRAIN LINE,CHAFING
103139,ENGINE,,
103140,#4,INTAKE,LEAKING
103141,ENGINE,BAFFLE PLUGS,WORN
103142,"#1, 2 & 3",ROCKER COVERS,LEAKING
103143,#3,INTAKE GASKET,LEAKING
103144,"R/H SIDE, ENGINE","BAFFLE SPRING, BRO",
103145,#1 & 2,INTAKES,LEAKING
103146,CYL #1 & 4,INTAKE GASKETS,LEAKING
103147,CYL #2,INTAKE GASKET,LEAKING
103148,CYL #1,ROCKER COVER GASKET,LEAKING
103149,#1,ROCKER DRAIN LINE,LOOSE
103150,#2,ROCKER COVER,LEAKING
103151,R/H AFT ENGINE,BAFFLE MOUNTING BRACKET,LOOSE
103152,#3 CYL SIDE,BAFFLE,BOLT MISSING
103153,#3 CYL,ROCKER COVER GASKET,LEAKING
103154,#2,INTAKE TUBE GASKET,LEAKING
103155,#3 & 4,INTAKE GASKETS,LEAKING
103156,#2 CYL,ROCKER DRAIN LINE,LEAKING
103157,EGT/CHT,BUNDLE MOUNTING SCREW,
103158,,BAFFLE SCREW,CHAFING
103159,,,
103160,#2,INTAKE GASKET,LEAKING
103161,#2,ROCKER COVER GASKET,LEAKING
103162,#2 & 4,INTAKES,LEAKING
103163,#3,ROCKER COVERS,LEAK
103164,#1,ROCKER BOX COVER GASKET,LEAKING
103165,PROPELLER,,RUN OUT
103166,LEFT #1,INTAKE,LEAKING
103167,#3 CYL,BAFFLE,SHEARED OFF RIVETS
103168,#3 CYL,BAFFLE,SHEARED OFF RIVETS
103169,,,"LWR FWD ENG SEAL, WORN"
103170,#3 & 4 CYL,,
103171,#3 & 4 CYL,,
103172,#3 & 4 CYL,,
103173,#2 & 4,INTAKES,LEAKING
103174,CYL #4,INTAKE GASKET,LEAKING
103175,,,"CRANKSHAFT OIL SEAL, LEAKING"
103176,,,"CRANKSHAFT OIL SEAL, LEAKING"
103177,#2 & 3,INTAKE GASKETS,LEAKING
103178,#2,INTAKE GASKET,LEAKING
103179,#2,INTAKE GASKET,LEAKING
103180,#3,ROCKER COVER GASKET,LEAKING
103181,#1 CYLINDER,,LEAKING
103182,#2,INTAKE,LEAKS
103183,,BAFFLE,
103184,ENGINE,INTAKE,"LWR FWD ENG COWL SEAL, WEARING"
103185,#2,INTAKE GASKET,LEAKING
103186,#1,INTAKE GASKET,LEAKING
103187,#1 CYL,,CRACKED
103188,2 & 3,INTAKE GASKETS,LEAKING
103189,#1 CYL,BAFFLE,CHAFING
103190,#4 CYL,BAFFLE,"CRACKED, CHAFING"
103191,,ROCKER COVER SCRWES,LOOSE
103192,#3 & 4 CYL,INTAKE GASKETS,LEAKING
103193,,,CONT
103194,,,CONT
103195,,,CONT
103196,,,CONT
103197,,,CONT
103198,1,BAFFLE BUTTON,WORN
103199,,INTAKE AIR FILTER,WEARING
103200,L/H ENG BREATHER LINE,,KINKED
103201,R/H,,LOOP
103202,"R/H #2, 3 & 4",INTAKE GASKETS,LEAKING
103203,"R/H ENG, #1 SIDE",BAFFLE SEAL,LOOSE
103204,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
103205,"#1, 3 & 4, L/H",ROCKER COVER GASKET,LEAKING
103206,"R/H #2, 3 & 4",INTAKE GASKETS,LEAKING
103207,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
103208,R/H,,LOOP
103209,"#1, 3 & 4, L/H",ROCKER COVER GASKET,LEAKING
103210,,COWL SEAL,LOOSE
103211,L/H,COWL BRACKET,CRACKED
103212,L/H,COWL BRACKET,CRACKED
103213,,,DING
103214,#4,INTAKE GASKET,LEAKING
103215,#3,ROCKER COVER GASKET,LEAKING
103216,#4,ROCKER COVER GASKET,LEAKING
103217,2 & 3,ROCKER COVER GASKETS,LEAKING
103218,2 & 3,INTAKE GASKETS,LEAKING
103219,#3,INTAKE GASKET,LEAKING
103220,#3,INTAKE,LEAKING
103221,L/H & R/H,BAFFLE PLUGS,MISSING TABS
103222,L/H ENG #4,ROCKER COVER,LEAKING
103223,L/H ENG #2 & 4,INTAKES,LEAKING
103224,"R/H, 2, 3 & 4",INTAKES,LEAKING
103225,#4,INTAKE,LEAKING
103226,R/H,BAFFLE TIE ROD,BROKEN
103227,#4,ROCKER COVER GASKET,LEAKING
103228,#1 & 4,INTAKE GASKETS,LEAKING
103229,#1 OUTER CYL,BAFFLING,CRACKED
103230,#4,INDUCTION TUBE GASKET,LEAKING
103231,#3 & 4,INTAKES,LEAKING
103232,,,
103233,,,"NO, SHOWING"
103234,BOTH,BAFFLE BUTTONS,WORN
103235,,,REROUTING
103236,,"BAFFLE HUNG, ALTERNATOR EXTRA BRACKET",
103237,L/H SIDE,BAFFLE BOLT,"SCREW MISSING, CY"
103238,R/H,BAFFLE TIE WIRE,INSTALLED WRONG
103239,TOP BACK BONE,AFT SLING POINT,NUT MISSING
103240,"TOP L/H SIDE, ENGINE",,
103241,"EXTRA, TOP OF #2 CYLINDER",SPARK PLUG,
103242,"ENGINE, #1 CYL",BAFFLE,CRACKED
103243,CYL #4,INTAKE GASKET,LEAKING
103244,,BAFFLE PLUG,
103245,#4 CYL,ROCKER COVER,LEAKING
103246,ENGINE,,OVERSPEED
103247,"#1, 2 & 3",INTAKE GASKETS,LEAKING
103248,#3 & 4,ROCKER COVER GASKETS,LEAKING
103249,#2,INTAKE,LEAKING
103250,#2 CYL,INTAKE,LEAKING
103251,,BAFFLE,BROKEN
103252,#4 CYL,INTAKE GASKET,LEAKING
103253,#1 CYL,INTAKE,LEAKING
103254,,"BAFFLE, AFT OF, ALTERNATOR MOUNT BOLT",CRACK
103255,#1 & 2,ROCKER COVER GASKETS,LEAKING
103256,#2 & 4,INTAKE GASKETS,LEAKING
103257,R/H,"COWL SEAL, BAFFLE",LOOSE
103258,#1 CYL,BAFFLING,
103259,R/H,BAFFLE IN FRONT,CRACK
103260,#3,ROCKER COVER,LEAKING
103261,"#1, 3, ALL 4",ROCKER COVERS,LEAKING
103262,,BAFFLE,WORN
103263,#1,INTAKE,LEAKING
103264,"#1, 2, 3 & 4",INTAKE GASKETS,LEAKING
103265,#1 & 4,ROCKER COVER GASKETS,LEAKING
103266,"2, 3, L/H",INTAKES,LEAKING
103267,R/H,BAFFLE SEAL,LOOSE
103268,R/H REAR,BAFFLE ATTACH BRACKET,LOOSE
103269,#2,INTAKE GASKET,LEAKING
103270,#3 & 4,BAFFLE SEALS,WORN
103271,,BAFFLE,CRACKED
103272,CYL #1,,"CRACK, BAFFLING"
103273,CYL #4,BAFFLING,CRACK
103274,#2 & 4,INTAKES,LEAKING
103275,BOTH,BAFFLE BUTTONS,WORN
103276,,"BAFFLE SEAL, INDUCTION",WORN
103277,ENGINE,,
103278,"#3 CYL, L/H",ROCKER COVER,SCREW MISSING
103279,"2, 3, R/H",ROCKER COVERS,LEAKING
103280,"2, 3, R/H",INTAKES,LEAKING
103281,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
103282,"#3 & 4, L/H",ROCKER COVERS,LEAKING
103283,R/H,"BAFFLE TIE ROD, OIL RETURN LINE",RUBBING
103284,"2, 3 & 4, L/H",INTAKE GASKETS,LEAKING
103285,R/H ENGINE,,SEEPING
103286,R/H ENG #2 & 4,ROCKER BOX COVERS,LEAKING
103287,"#1 & 3 CYL, L/H",BAFFLE,LOOSE
103288,#3 & 4,INTAKE,LEAKING
103289,#3,BAFFLE PLUGS,WORN
103290,L/H SIDE,"BAFFLE, BAFFLE PLUG",
103291,"ENGINE, #3 CYL",BAFFLE,SCREW MISSING
103292,#4 CYL,BAFFLE PATCH,CRACKED
103293,L/H ENG #4 CYL,,
103294,L/H,BAFFLE MATERIAL,TORN
103295,"#3 & 4, L/H",INTAKES,LEAKING
103296,L/H ENGINE,BAFFLE,CRACK
103297,"2, 3 & 4, R/H",INTAKES,LEAKING
103298,L/H ENG #4 CYL,,
103299,L/H ENG #4 CYL,,
103300,L/H ENG #4 CYL,,
103301,"#1 & 4, L/H",ROCKER GASKETS,LEAKING
103302,L/H ENG,,LEAKING
103303,L/H,INTAKE GASKETS,LEAKING
103304,L/H,,
103305,R/H,,
103306,"#1, 2 & 4 CYL",INTAKES,LEAKING
103307,CYL #1,INTAKE GASKET,LEAKING
103308,#2 CYL,,BROKEN
103309,,BATTERY BOX BRACKET,CRACKED
103310,ENGINE,,
103311,,BAFFLE PLUG ABOVE #4 CYL,BROKEN
103312,#2,ROCKER COVER,LEAKING
103313,#2,OIL RETURN LINE,"CHAFING, BAFFLING"
103314,#2 & 4,BAFFLE,CRACKED
103315,L/H,INTAKES,LEAKING
103316,R/H,INTAKES,LEAKING
103317,#3 CYLINDER L/H,,WORN
103318,"ALL 4, R/H",ROCKER COVERS,LEAKING
103319,"2, 3 & 4",ROCKER COVERS,LEAKING
103320,#2,BAFFLE SEAL,DISCONNECTED
103321,,,WIRING
103322,#1 CHT,,
103323,#1 EGT RED X.,,
103324,#1,ROCKER COVER,LEAKING
103325,#1 CHT,,
103326,"#1, 2, 4",INTAKE GASKETS,LEAKING
103327,ENGINE,,"RUN UP, QUIT"
103328,,INTAKES,LEAKING
103329,"1 & 3, L/H",INTAKES,LEAKING
103330,#3 & 4 CYL,INTAKE GASKETS,LEAKING
103331,#4,INTAKE,LEAKING
103332,R/H FWD ENGINE,BAFFLE SEAL,LOOSE
103333,#3,INTAKE,LEAKING
103334,,BAFFLE SCREWS,MISSING
103335,#4,INTAKE,LEAKING
103336,R/H,BAFFLE MATERIAL,LOOSE
103337,CYL #2,INTAKE GASKET,LEAKING
103338,"CYL #1, 4",ROCKER COVERS,LEAKING
103339,#1 & 2 CYL,ROCKER COVER GASKETS,LEAKING
103340,#3,INTAKE GASKET,LEAKING
103341,#2 CYL,INTAKE GASKET,LEAKING
103342,#1 CYL,BAFFLE,CRACKED
103343,#2,INTAKE GASKET,LEAKING
103344,#3 & 4,ROCKER COVER GASKETS,LEAKING
103345,"#1, 2, 4",INTAKES,LEAKING
103346,R/H,BAFFLE PLUG,BROKEN
103347,#4 CYL,INTAKE GASKET,LEAKING
103348,#3,INTAKE,LEAKING
103349,R/H,BAFFLE,SCREW MISSING
103350,,BAFFLE SEAL,WORN
103351,CYL #3,INTAKE GASKET,LEAKING
103352,RIGHT,BAFFLE PLUG,DAMAGED
103353,,A/C,REQUIRE START
103354,#3,INTAKE GASKET,LEAKING
103355,"ENGINE, BONE BOLTS",,SEEPING
103356,,,LOOSE
103357,,INTER BAFFLE ROD FASTENER,BROKEN
103358,#3,BAFFLE TAB RIVETS,LOOSE
103359,#4,INTAKE GASKET,LEAKING
103360,#1 & 3 CYL,BAFFLES,BROKEN
103361,#3,BAFFLE,CRACKED
103362,,LWR COWL SEAL,WORN
103363,"#4, R/H",BAFFLE,BOLT MISSING
103364,CYL #4,ROCKER COVER GASKET,LEAKING
103365,#1 & 2,INTAKE GASKETS,LEAKING
103366,R/H ENG #3,INTAKE GASKET,LEAKING
103367,#3,ROCKER COVER GASKET,LEAKING
103368,#4,ROCKER COVER,LEAKING
103369,,ROCKER COVER SCREWS,NEED TIGHTENING
103370,RIGHT,BAFFLE TIE ROD,BROKEN
103371,"L/H ENG #2, 3",ROCKER COVER GASKETS,LEAKING
103372,,BAFFLE SEAL,"WORN, WEARING"
103373,R/H,,CRACK
103374,#1 & 2,ROCKER COVERS,LEAKING
103375,#1 & 3,ROCKER DRAIN,LEAKING
103376,L/H ENG #4,INTAKE GASKET,LEAKING
103377,R/H ENG #3,INTAKE GASKETS,LEAKING
103378,#2,INTAKE,LEAKING
103379,R/H,INTAKE #3,LEAKING
103380,"#1 & 2, L/H",ROCKER COVERS,LEAKING
103381,R/H FWD ENGINE,BAFFLE,LOOSE
103382,#2,INTAKE TUBE GASKET,LEAKING
103383,,"BAFFLE SEAL, INTAKE",WEARING
103384,R/H ENGINE,,NOT START
103385,ENGINE,,
103386,ENGINE,,
103387,ENGINE,,
103388,ENGINE,,
103389,ENGINE,,
103390,ENGINE,,
103391,ENGINE,,
103392,ENGINE,,
103393,#4,INTAKE GASKET,LEAKING
103394,R/H ENGINE #4,BAFFLE,SCREW MISSING
103395,"L/H, R/H REAR",BAFFLE,CRACKED
103396,#2 & 4,BAFFLE TIE ROD,CYLINDERS
103397,,BAFFLE,
103398,ENGINE,BAFFLE,CRACKED
103399,#2 CYL,BAFFLE,CRACKED
103400,CYL #3,AFT BAFFLE,CRACKED
103401,CYL #1,BAFFLE,CRACKED
103402,#4,ROCKER COVER,LEAKING
103403,#2 & 4,INTAKES,LEAKING
103404,#2,INTAKE GASKET,LEAKING
103405,"2, 3",ROCKER COVER GASKETS,LEAKING
103406,#2 & 4 CYL,BAFFLE,BROKEN
103407,#2,INTAKE GASKET,LEAKING
103408,R/H REAR,BAFFLE,SCREW MISSING
103409,#4,INDUCTION TUBE GASKET,LEAKING
103410,#3,ROCKER,LEAKING
103411,#4,INTAKE,LEAKING
103412,#2,ROCKER GASKET,LEAKING
103413,"#1, 3 & 4",INTAKE GASKETS,LEAKING
103414,R/H ENGINE #3,INTAKE,LEAKING
103415,L/H ENG #4,INTAKE GASKET,LEAKS
103416,#2,INTAKE TUBE GASKET,LEAKING
103417,#2,INTAKE GASKET,LEAKING
103418,"#3 & 4, R/H",INTAKES,LEAKING
103419,"2, 3 & 4, L/H",INTAKES,LEAKING
103420,2 ENG,INTAKE,LEAKS
103421,,BLACK ENG SEAL,WORN
103422,#3,,MISSING SCREW
103423,#2 & 4 CYL,BAFFLE FASTENER,BROKEN
103424,,,
103425,,,
103426,#3 CYL,INTAKE FEELS,LOOSE
103427,#2,INTAKE,LEAKING
103428,#3,ROCKER COVER,LEAKING
103429,#4,INTAKE GASKET,LEAKING
103430,#4,INTAKE GASKET,LEAKS
103431,R/H,BAFFLING,BROKEN
103432,CYL #3,INTAKE GASKET,LEAKING
103433,L/H I/B,BAFFLING,BROKEN
103434,#3,INTAKE GASKET,LEAKING
103435,,BAFFLE PLUGS,WORN
103436,"CYL #2, 3 & 4",INTAKE GASKETS,LEAKING
103437,#2 & 4,ROCKER GASKETS,LEAKING
103438,#3,ROD SEAL,LEAKING
103439,CYL #3,INTAKE GASKETS,LEAKING
103440,"#2 & 4, L/H",INTAKE GASKETS,LEAKING
103441,"#1, L/H",ROCKER GASKET,LEAKING
103442,"#3 & 4, R/H",ROCKER COVER GASKETS,LEAKING
103443,"#3 & 4, L/H",INTAKE GASKETS,LEAKING
103444,"#2 & 4, R/H",INTAKE GASKETS,LEAKING
103445,CYL #3,AFT BAFFLE,WORN
103446,#1 CYL,,LEAKING
103447,,,BACK OF OIL
103448,ENGINE,,
103449,#2,INTAKE,LEAKING
103450,,"SEAL, BAFFLE",WEARING
103451,"ENGINE, R/H REAR",BAFFLE MOUNTING BRACKET,LOOSE
103452,"ENGINE, R/H REAR",BAFFLE MOUNTING BRACKET,LOOSE
103453,ENGINE,BAFFLE,SCREW MISSING I/B OF OIL
103454,ENGINE,OIL PRESSURE,FLUCTUATING
103455,#3 CYL,,CLEAN
103456,CYL #2,INTAKE GASKET,LEAKING
103457,CYL #1,ROCKER COVER GASKET,LEAKING
103458,ENGINE,,LEAKING
103459,ENGINE,,LEAKING
103460,ENGINE,,
103461,ENGINE,,
103462,ENGINE,,
103463,ENGINE,,
103464,LEFT SIDE #4 CYL,INTAKE GASKET,LEAKING
103465,R/H ENG #1,INTAKE,LEAKING
103466,"ENGINE, L/H",BAFFLE,CRACKED
103467,"#3 & 4, R/H",INTAKE GASKET,LEAKING
103468,"#4, R/H",ROCKER COVER GASKET,LEAKING
103469,"#3 CYL, R/H",,LOW COMPRESSION
103470,#2,INTAKE,LEAKING
103471,#3,ROCKER COVER,LEAKING
103472,#4,ROCKER COVER GASKET,LEAKING
103473,#1,INTAKE GASKET,LEAKING
103474,#2 CYL,INTAKE GASKET,LEAKING
103475,#2 & 4,INTAKES,LEAKING
103476,"2, 3",ROCKER COVERS,LEAKING
103477,#4,INTAKE GASKET,LEAKING
103478,#3 CYL,,LOW COMPRESSION
103479,"#1, 2, 3 & 4",INTAKE GASKETS,LEAKING
103480,#1,OIL RETURN LINE,LEAKING
103481,#3 CYL,BAFFLE PLUG,DAMAGED
103482,#3,IGNTION LEAD,BROKEN
103483,#3 & 4,ROCKER COVERS,LEAKING
103484,#3 & 4,ROCKER COVERS,LEAKING
103485,#2,INTAKE GASKET,TORN
103486,#1 & 2,ROCKER GASKETS,LEAKING
103487,#3,AFT BAFFLE BRACKET,PULLED
103488,,,
103489,CYL #3,INTAKE,LEAKING
103490,CYL #4,BAFFLE HOLE/PLUG,WORN
103491,"CYL #2, 4",INTAKE TUBES,"LEAKING, CONNECTION"
103492,2 & 3,INDUCTION TUBE GASKETS,LEAKING
103493,"#3, L/H",INTAKE,LEAKING
103494,"#1, R/H",ROCKER COVER,LEAKING
103495,"2, 3 & 4, R/H",INTAKES,LEAKING
103496,R/H SIDE,BAFFLE,CRACKS
103497,R/H SIDE,BAFFLE,CRACKS
103498,CYL #1,BAFFLE SEAL,"TORN, LOOSE"
103499,"#1, 2, 3 & 4",INTAKE GASKETS,LEAKING
103500,LEFT & RIGHT SIDE,BAFFLE PLUGS,LOOSE
103501,L/H,INTAKE TUBE GASKET,LEAKING
103502,LEFT ENGINE #3,INTAKE,LEAKING
103503,#4 CYL,INTAKE GASKET,LEAKING
103504,#1 CYL,BAFFLE SEAL,WORN
103505,#1,ROCKER COVER,LEAKING
103506,"2, 3",INTAKE GASKETS,LEAKING
103507,L/H & R/H,BAFFLE PLUGS,"LOOSE, BROKEN"
103508,CYL #4,INTAKE,LEAKING
103509,,MAG,"RPM, SHAKING"
103510,#2,INTAKE SLIGHT,LEAK
103511,,BAFFLE BLACK SEAL,WORN
103512,,BAFFLE PLUGS,WORN
103513,#2 CYL,INTAKE GASKET,LEAKING
103514,#4,INTAKE TUBE GASKET,LEAKING
103515,"L/H ENG #2, 3",INTAKE GASKETS,LEAKING
103516,R/H ENG #3,INTAKE GASKETS,LEAKING
103517,#4,ROCKER COVER,MISSING SCREW
103518,,BAFFLE,LOOSE
103519,R/H,BAFFLE PLUG,LOOSE
103520,#4,INTAKE GASKET,LEAKING
103521,#4,INTAKE,LEAKING
103522,L/H #4,INTAKE GASKET,LEAKING
103523,R/H #1,INTAKE GASKET,LEAKING
103524,#1,INTAKE GASKET,LEAKING
103525,#2 & 4,ROCKER GASKETS,LEAKING
103526,#3 & 4,INTAKES,LEAKING
103527,#1 CYL,,LOW COMPRESSION
103528,#1 CYL,,LOW COMPRESSION
103529,#1 CYL,,LOW COMPRESSION
103530,#1 CYL,,LOW COMPRESSION
103531,#1 CYL,,LOW COMPRESSION
103532,#2 CYL,INTAKE GASKET,LEAKING
103533,"#1, 2, 3",INTAKE GASKETS,LEAKING
103534,L/H & R/H SIDE,BAFFLE PLUGS,"LOOSE, BROKEN"
103535,#2 & 4 CYL,,BROKEN
103536,R/H ENG #4,AFT BAFFLE,CRACKED
