id,engine,cylinders,part,problem,details
101946,,"[2, 4]",ROCKER COVER GASKET,LEAKING,
101947,,,FWD CENTER ENG BAFFLE,CRACKED,
101948,,"[2, 3, 4]",ROCKER COVER GASKET,LEAKING,
101949,,[2],ROCKER COVER,LEAKING,
101950,R,,REAR BAFFLE,MISSING,HARDWARE
101961,L,[],ENG BAFFLE,CRACKED,AT CORNER
101962,,[2],INTAKE GASKET,LEAKING,
101963,,[4],ROCKER COVER SCREW,WON'T TIGHTEN,
101964,L,"[2, 3]",INTAKES,LEAKING,
101965,,[1],INTAKE TUBE,DAMAGED,
101966,L,[4],INTAKE,LEAKING,
101967,L,[3],INTAKE,LEAKING,ALONG W/ #2
101968,,"[2, 3, 4]",INTAKES,LEAKING,
101969,,[2],INTAKE GASKET,LEAKING,
101970,,[1],ROCKER COVER GASKET,LEAKING,
101981,,[3],ROCKER COVER GASKET,LEAKING,
101982,R,,AFT COOLING BAFFLING,SHEARED,RIVETS
101983,,[3],ROCKER COVER GASKET,LEAKING,
101984,,,BAFFLE PLUGS,BROKEN,FINGERS
101985,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101986,,[4],BAFFLE,CRACKED,IN FRONT OF OIL COOLER
101987,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
101988,R,[4],INTAKE,LEAKING,ON R/H ENGINE
101989,L,"[2, 4]",INTAKES,LEAKING,ON L/H ENGINE
101990,R,[2],ROCKER COVER,LEAKING,ON R/H ENGINE
102001,,[1],ROCKER COVER GASKET,LEAKING,
102002,,,,FAILURE,THROTTLE WAS IDLE
102003,,[4],INTAKE GASKET,LEAKING,
102004,,[4],,LOW COMPRESSION,
102005,,[2],INTAKE GASKET,LEAKS,
102006,,[2],ROCKER COVER,LEAKS,
102007,,[4],INTAKE,LEAKING,
102008,,,ROCKER COVERS,LOOSE SCREWS,
102009,R,,AFT BAFFLE,SHEARED,@ R/H
102010,R,,AFT BAFFLE,SHEARED,@ R/H
102021,,,ROCKER GASKET,LEAKING,
102030,,,ENGINE COWL DZUS FASTENERS,NEED,RETAINERS
102041,R,[4],INTAKE GASKET,LEAKING,
102042,L,[4],SIDE BAFFLE,MISSING,A BOLT
102043,L,[],FWD BAFFLE SEAL,LOOSE,
102044,L,[1],INTAKE,LEAKS,
102045,L,[3],,COMPRESSION,LOW
102046,L,[3],,COMPRESSION,LOW
102047,L,[3],,COMPRESSION,LOW
102048,L,[3],,COMPRESSION,LOW
102049,R,"[1, 2, 4]",INTAKE GASKET,LEAKING,ALONG W/ #2 & 4
102050,L,"[2, 4]",ROCKER COVERS,LEAKING,
102061,,[2],INTAKE GASKET,LEAKING,
102062,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
102063,A,,ENGINE BAFFLE,WORN,FROM RUBBING
102064,,[1],CYL BAFFLE,INCORRECT INSTALL,
102065,,[2],ROCKER COVER,LEAKING,
102066,L,[3],INTAKE,LEAKING,
102067,R,[3],INTAKE,LEAKING,
102068,L,[3],ROCKER COVER,LEAKING,
102069,,[3],SIDE BAFFLE,MISSING,SCREW
102070,,[3],ROCKER COVER GASKET,LEAKING,
102081,,[2],INTAKE,LEAKING,
102082,,[4],ROCKER COVER,LEAKING,
102083,,[1],INTAKE,LEAKING,AT OIL SUMP
102084,,[4],INTAKE GASKET,LEAKING,
102085,,[4],ROCKER COVER GASKET,LEAKING,
102086,,[2],ROCKER COVER GASKET,SEEPING,
102087,,[3],ROCKER COVER GASKET,LEAKING,
102088,,[2],INTAKE GASKET,LEAKING,
102089,,,THROTTLE LINKAGE @ SERVO,SLOPPY,
102090,,"[1, 3]",SIDE BAFFLE BOLT,LOOSE,
102101,L,"[3, 4]",INTAKES,LEAKING,
102102,L,"[3, 4]",ROCKER COVERS,LEAKING,
102103,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
102104,,,TOOL,ON TOP OF ENGINE,BETWEEN CYLINDERS
102105,,[3],CYL BAFFLE,MISSING,SCREW ON BRACKET
102106,,[2],ROCKER COVER GASKET,DAMAGED,
102107,,[2],INTAKE,LEAKING,
102108,L,[3],BAFFLE,SEAL LOOSE,(AFT)
102109,R,"[2, 4]",SIDE BAFFLE SEALS,TORN,ON R/H ENGINE
102110,,[1],INDUCTION TUBE GASKET,LEAKING,
102121,,,,VIBRATION,STRONG
102122,,"[2, 3]",INTAKE GASKETS,LEAKING,
102123,,,,STARTED,"AFTER 20"" MANIFOLD PRESSURE, APPLIED FULL THROTTLE"
102124,,[2],INTAKE,LEAKING,
102125,,"[4, 2]",INDUCTION TUBE GASKET,LEAKING,
102126,,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
102127,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102128,,[4],INTAKE GASKET,LEAKING,
102129,,[1],WIRING HARNESS SUPPORT BRACKET,BROKEN,
102130,,,AIR INDUCTION ELBOW TO SERVO BOOT,WEEPING,FUEL
102141,,[3],INTAKE,LEAKING,
102142,,[3],ROCKER COVER,LEAKING,
102143,,[4],,COMPRESSION,15/80
102144,,[4],,COMPRESSION,15/80
102145,,[4],,COMPRESSION,15/80
102146,,[4],,COMPRESSION,15/80
102147,,[2],INTAKE GASKET,LEAKING,
102148,,[7],SHOCK MOUNT,DAMAGED,
102149,R,,AFT BAFFLE BRACKET,MISSING,SCREW
102150,L,[3],ENG #3 BAFFLE,MISSING,SCREW ON L/H
102161,R,,AFT BAFFLE,MISSING,
102162,,"[2, 3, 4]",ROCKER COVER GASKET,LEAKING,
102163,,"[1, 3]",ROCKER GASKETS,LEAKING,
102164,,,AIR INLET TUBE,DAMAGED,
102165,,,,KNOCK,LOUD
102166,L,,TAC GEN,LEAKS,AT SEAL
102167,L,,TAC GEN,LEAKS,AT SEAL
102168,L,,TAC GEN,LEAKS,AT SEAL
102169,L,"[2, 3, 4]",INTAKES,LEAKING,ON L/H ENGINE
102170,R,"[1, 2, 3, 4]",INTAKES,LEAKING,ON R/H ENGINE
102181,L,[3],INTAKE GASKET,LEAKING,
102182,R,"[2, 3]",INTAKE GASKET,LEAKING,
102183,,[3],ROCKER BOX COVER GASKET,LEAKING,
102184,,[2],ROCKER COVER GASKET,LEAKING,
102185,,[3],ANCHOR STANDBY ASSY,BROKEN,
102186,,[],ENGINE COOLING FAN BAFFLE PLUGS,WORN,OUT
102187,,[4],INTAKE GASKET,LEAKING,
102188,,[3],ROCKER COVER GASKET,LEAKING,
102189,,"[2, 4]",INTAKE GASKETS,LEAKING,
102190,,"[2, 4]",ROCKER COVER GASKET,LEAKING,
102201,L,"[1, 3]",BAFFLE TIE ROD,WEARING,ON INTERBAFFLE
102202,L,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
102203,,[2],INTAKE GASKET,LEAKING,
102204,,,,START,
102205,,"[2, 4]",INTAKES,LEAKING,
102206,,[2],ROCKER GASKET,LEAKING,
102207,,,ENGINE BAFFLING,LOOSE,SCREW
102208,,[1],ROCKER GASKET,LEAKING,
102209,LEFT,[3],INTAKE,LEAKING,
102210,,[3],INDUCTION TUBE GASKET,LEAKING,
102221,,,INTAKE GASKET,LEAKS,
102222,R,[1],AFT BAFFLE,CRACKED,LEFT SIDE
102223,R,[1],AFT BAFFLE,CRACKED,LEFT SIDE
102224,R,,ROCKER COVER GASKETS,LEAKING,ALL
102225,R,[2],INTAKE,LEAKING,
102226,L,[3],ROCKER COVER,LEAKING,
102227,,,INTAKE,LEAKING,
102228,R,,ENGINE BAFFLE,MISSING,PLUG
102229,,[1],INTAKE GASKET,LEAKING,
102230,,,INTAKE,LEAKING,#2
102241,L,[],ROCKER COVER,LEAKING,ON L/H ENGINE
102242,L,"[2, 4]",BAFFLE TIE ROD,BROKEN,ON LEFT ENGINE
102243,R,[],BOLT W/ BARREL,MISSING,@ AFT R/H SIDE OF ENGINE
102244,R,[3],,LEAKING,INTAKE GASKET IS LEAKING
102245,R,[4],BAFFLE,MISSING,ON R/H ENGINE
102246,L,"[2, 3, 4]",ROCKER COVERS,LEAKING,ON L/H ENGINE
102247,R,[],FWD BAFFLE,CRACKED,R/H ENGINE
102248,L,"[2, 3, 4]",INTAKES,LEAKING,ON L/H ENGINE
102249,R,"[2, 3, 4]",INTAKES,LEAKING,ON R/H ENGINE
102250,,[],SCREWS,BETWEEN,CYLINDERS ON SIDE BAFFLES
102261,R,[4],INTAKE GASKET,LEAKING,ON R/H ENG
102262,R,[3],INTAKE GASKET,LEAKING,ON R/H ENGINE
102263,L,[3],INTAKE GASKET,LEAKING,ON L/H ENGINE IS LEAKING
102264,R,,BLEED AIR DUCT,CHAFING,ON COWL
102265,,[2],INTAKE GASKET,LEAKING,
102266,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102267,,[3],INTAKE GASKET,LEAKING,
102268,,[4],INTAKE GASKET,LEAKING,
102269,,"[3, 4]",ROCKER COVER GASKET,LEAKING,
102270,,[2],INTAKE,LEAKING,ON R/H ENGINE
102281,,,ROCKER COVER GASKETS,LEAK,SMOKED OUT
102282,,,ROCKER COVER GASKETS,LEAK,SMOKED OUT
102283,,,ROCKER COVER GASKETS,LEAK,SMOKED OUT
102284,,,ROCKER COVER GASKETS,LEAK,SMOKED OUT
102285,,"[2, 4]",ROCKER COVER GASKETS,LEAK,
102286,,,MAGNETO,FAULTY,ON RUN UP
102287,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
102288,,[4],ROCKER COVER GASKET,LEAKING,
102289,,[3],ROCKER COVER,LEAKING,
102290,,[3],ROCKER COVER,LEAKING,
102301,L,[1],BAFFLE,BROKEN,TIE
102302,R,,ENG,BROKEN,TIE ROD IS
102303,R,"[3, 4]",INTAKE GASKETS,LEAKING,
102304,R,[4],AFT BAFFLE,DAMAGE,CORNER SUPPORT BRACKET
102305,,"[2, 4]",INTAKE GASKETS,LEAKING,
102306,,,,OVERSPEED,"PROP 2700 RPM FOR 3 SECONDS, NOTICED 2760 RPM MAX"
102307,,,,CLIMBED,TO ALTITUDE & ATTEMPTED DESCENT BACK TO ALTITUDE LEA
102308,R,[2],FWD BAFFLE,MISSING,A SCREW
102309,R,[3],ROCKER COVER GASKET,LEAKING,
102310,L,"[3, 4]",INTAKE GASKETS,LEAKING,
102321,,,ROCKER COVER,LEAKING,
102322,R,,AFT BAFFLE PLUG,BAD,
102323,L,[4],AFT BAFFLE SCREW,LOOSE,BY #4 ROCKER COVER
102324,,,ENGINE COOLING BAFFLE,CRACK,AROUND LANDING LIGHT WIRE SE
102325,,,ENGINE COOLING BAFFLE,CRACK,NEXT TO R/H UPPER MOTOR MOUN
102326,,,ENGINE COOLING BAFFLE,CRACK,NEXT TO R/H UPPER MOTOR MOUN
102327,,[3],INDUCTION TUBE GASKET,LEAKING,
102328,L,,AFT BAFFLE,CRACKED,SEVERAL PLACES
102329,L,,AFT BAFFLE,CRACKED,SEVERAL PLACES
102330,,"[1, 2]",INTAKE GASKETS,LEAKING,"FROM CYL #1, 2"
102341,L,"[2, 3, 4]",ROCKER GASKETS,LEAKING,ARE
102342,L,"[1, 2, 3, 4]",INTAKE GASKETS,LEAKING,ALL
102343,,,BAFFLE SEAL,TORN,BOTTOM LEFT SIDE
102344,,[4],ROCKER COVER GASKET,LEAKING,
102345,R,[4],INTAKE,LEAKING,ON R/H ENGINE
102346,L,"[2, 4]",INTAKES,LEAKING,ON L/H ENGINE
102347,L,[1],ROCKER COVER,LEAKING,ON L/H ENGINE
102348,,"[1, 2]",ROCKER COVERS,LEAKING,
102349,R,,,FLUCTUATIONS,SLIGHT
102350,R,[2],ROCKER COVER GASKET,LEAKING,R/H ENG
102361,,[4],ROCKER COVER,LEAKS,
102362,,,ENGINE PAN DRAIN LINE CLUSTER,NEEDS,NEW ADEL CLAMPS
102363,,[4],INTAKE GASKET,LEAKING,
102364,,[3],ROCKER COVER GASKET,LEAKING,
102365,,[2],ROCKER COVER,LEAKS,
102366,,[2],INTAKE GASKET,LEAKING,
102367,,,BAFFLE PLUGS,DAMAGED,
102368,,[4],INTAKE,LEAKING,
102369,R,,BAFFLE BRACKET,LOOSE,RIVETS
102370,R,,FWD BAFFLE,CRACKED,
102381,L,[3],INDUCTION TUBE GASKET,LEAKING,
102382,L,[4],,COMPRESSION,@ 35
102383,L,[4],,COMPRESSION,@ 35
102384,L,[4],,COMPRESSION,@ 35
102385,,,ROCKER COVER,LEAKING,
102386,,,BAFFLE,CRACKED,AT LOWER LEFT BOLT OF OIL COOLER
102387,,[2],ROCKER COVER GASKET,LEAKS,
102388,,,ROCKER COVER GASKETS,LEAKING,
102389,,,INTAKE,LEAKING,
102390,,,INTAKE GASKET,LEAKING,
102401,L,[2],INTAKE GASKET,LEAKING,
102402,R,[3],INTAKE GASKET,LEAKING,
102403,L,[2],SIDE BAFFLE SEAL,TORN,
102404,,"[2, 3]",ROCKER GASKETS,LEAKING,
102405,L,"[3, 4]",ROCKER GASKETS,LEAKING,
102406,L,[3],AFT BAFFLE,NOT SEALING,COWL SEAL
102407,L,[2],INTAKE GASKET,LEAKING,
102408,R,[1],ROCKER COVER GASKET,LEAKING,
102409,L,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102410,,[],,WOULD,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS"
102421,,"[1, 4]",ROCKER COVER GASKETS,LEAKING,
102422,,[2],INTAKE,LEAKING,
102423,,[4],ROCKER COVER,LEAKING,
102424,,[4],INTAKE,LEAKING,
102425,,[3],ROCKER COVER GASKET,LEAKING,
102426,R,[],BAFFLE PLUG,WORN,
102427,,[2],ROCKER COVER GASKET,LEAKING,
102428,R,[],ENGINE BAFFLE,MISSING,BEHIND OIL COOLER
102429,,[1],BAFFLE,CRACKED,
102430,,[],SNIFFLE VALVES,DIRTY,
102441,L,,ENGINE,FOD,IN INTAKE
102442,L,,ENGINE BOLT,WRENCH,LEFT ON
102443,L,,FUEL PLACARD,COVERED,
102444,,[2],INTAKE GASKET,LEAKING,
102445,,[3],ROCKER COVER GASKET,LEAKING,
102446,,,,DID NOT START,
102447,,[2],INTAKE,LEAKING,
102448,R,"[1, 2, 3]",ROCKER GASKETS,LEAKING,
102449,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
102450,,"[2, 3, 4]",INTAKE GASKETS,LEAKING,L/H ENG
102461,L,[4],AFT BAFFLE,CRACKED,REINFORCEMENT ANGLE
102462,,[3],ROCKER DRAIN LINE,LOOSE,
102463,,[3],AFT BAFFLE SUPPORT,SHEARED,RIVETS
102464,,[4],INTAKE,LEAKING,
102465,,[2],INTAKE GASKET,LEAKING,
102466,,[2],INDUCTION TUBE GASKET,LEAKING,
102467,L,[3],AFT BAFFLE,CRACKED,
102468,R,[4],BAFFLE,MISSING,SCREW
102469,L,[2],INTAKE GASKET,LEAKING,
102470,R,[1],ROCKER COVER GASKET,LEAKING,
102481,L,"[3, 4]",ROCKER COVER GASKET,LEAKING,
102482,,,INTAKE,LEAKING,
102483,,[2],ROCKER COVER,LEAKING,
102484,,[3],INDUCTION TUBE GASKET,LEAKING,
102485,,[2],ROCKER COVER GASKET,LEAKING,
102486,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102487,,,MUFFLER,MISSING,NUT
102488,,,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE
102489,,,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE
102490,,,ENGINE,REQUIRES,DISASSEMBLY & INSPECTION AFTER PROP STRIKE
102501,R,,BAFFLE,WORN,PLUG IS
102502,,,INTAKE GASKET,LEAKING,
102503,,,OIL COOLER LINE,CHAFING,ON VACUUM PUMP LINE
102504,,[2],INTAKE,LEAKING,
102505,,[2],ROCKER COVER GASKET,LEAKING,
102506,,[2],INTAKE GASKET,LEAKING,
102507,L,[2],EGT,INOP,
102508,L,[2],EGT,INOP,
102509,,,ROCKER COVERS,LEAKING,ON L/H ENGINE
102510,,,ROCKER COVERS,LEAKING,ON R/H ENGINE
102521,,,BAFFLE,PATCH,SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH
102522,,[4],INTAKE GASKET,LEAKING,
102523,,"[3, 4]",ROCKER COVERS,LEAKING,
102524,,"[1, 2]",ROCKER COVERS,LEAKING,
102525,,[2],INTAKE,LEAKING,
102526,,[2],INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP
102527,,[2],INTAKE,LEAKING,IN CONNECTION POINT TO OIL SUMP
102528,,,ENGINE BAFFLE,DAMAGE,LOOSELY HANGING FRONT ENGINE RUBBER BAFFLE
102529,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102530,,"[2, 4]",INTAKE GASKETS,LEAKING,
102542,L,"[2, 3]",ROCKER COVERS,LEAKING,
102543,R,"[3, 4]",INTAKES,LEAKING,ON R/H ENGINE
102544,,,ROCKER BOX COVER SCREWS,LOOSE,(ALL CYL)
102545,,"[3, 2]",ROCKER DRAIN LINES,NO TORQUE SEAL,
102546,,[2],INTAKE GASKET,LEAKING,
102547,,[1],BAFFLE SEAL,LOOSE,FWD BAFFLE
102548,R,[4],SIDE BAFFLE,MISSING,A BOLT
102549,L,[3],ROCKER GASKET,LEAKING,
102550,L,,ENGINE BAFFLE SNAP PLUG HOLE,WORN,R/H SIDE ALSO
102561,R,,BAFFLE,LOOSE,SCREW ON
102562,,,STARTER FRONT CAP,LOOSE,
102563,,"[3, 2]",ROCKER COVER GASKETS,LEAKING,
102564,,"[2, 4]",INTAKES,LEAKING,
102565,L,,BAFFLE,WORN,PLUG HOLE IS
102566,,,BAFFLE PLUG,WORN,
102567,,,INTAKE BOOT,TORN,
102568,L,[4],BAFFLE,CRACKED,NEAR COOLER
102569,L,[2],ENGINE BAFFLE,MISSING,FWD OF
102570,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102581,,[1],INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP
102582,,[1],INTAKE TUBE,LEAKING,ATTACHMENT POINT TO OIL SUMP
102583,L,[],BAFFLE,LOOSE,SCREW
102584,,[4],INTAKE GASKET,LEAKING,
102585,R,[1],BAFFLE,CRACKED,
102586,R,[4],UPPER BAFFLE SEAL,LOOSE,
102587,L,"[2, 3, 4]",ROCKER BOX COVER GASKETS,LEAKING,
102588,,[3],SIDE BAFFLE,LOOSE HARDWARE,
102589,,[],ENGINE COOLING BAFFLE,MISISNG SCREW,R/H SIDE
102590,R,[],REAR BAFFLE SCREW,LOOSE,
102601,,,FUEL LINE SUPPORT BRACKET,LOOSE,AT BAFFLE SUPPORT
102602,,"[2, 4]",INTAKE GASKETS,LEAKING,
102603,R,,,OVERSPEED,
102604,,[4],INTAKE,LEAKS,
102605,,[1],ROCKER COVER GASKET,LEAKING,
102606,,"[2, 4]",INTAKES,LEAKING,
102607,,"[2, 3]",ROCKER COVER,LEAKING,
102608,,[2],INTAKE,LEAKING,
102609,,[4],ROCKER COVER GASKET,LEAKING,
102610,R,,BAFFLE HOLD DOWN ANGLE,MISSING,BEHIND OIL COOL
102621,R,"[1, 4]",INTAKE GASKETS,LEAKING,ON R/H ENGINE
102622,,[2],ROCKER COVER GASKET,LEAKING,
102623,,[3],ENGINE BAFFLE SUPPORT BRACKET,LOOSE,SCREWS
102624,,[2],COWL SEAL,NEEDS,TO BE REATTCHED TO BAFFLING
102625,,[2],INTAKE GASKET,LEAKING,
102626,,[4],INTAKE GASKET,LEAKS,
102627,,[2],ROCKER COVER GASKET,LEAKS,
102628,,[2],INTAKE,LEAKING,
102629,,[2],ROCKER COVER,LEAKING,
102630,R,[],BAFFLE,MISSING,HARDWARE
102641,,[4],ROCKER GASKET,LEAKING,
102642,,[1],ENGINE COOLING BAFFLE,CRACK,
102643,,[2],INTAKE GASKET,LEAKING,
102644,,[1],ROCKER COVER GASKET,LEAKING,
102645,,,BAFFLE,LOOSE,"SCREW LOOSE ON BAFFLE, BEHIND OIL FILLER TUBE"
102646,,,BAFFLE SEAL,NEEDS,"BAFFLE SEAL, ON BOTTOM RIGHT SIDE, NEEDS TO BE SECURED"
102647,L,,BAFFLE O/B SPRING,BROKEN,L/H BAFFLE O/B SPRING IS BROKEN
102648,L,,BAFFLE I/B SPRING,PULLED,L/H BAFFLE I/B SPRING HAS PULLED THROUGH
102649,,"[2, 4]",ROCKER COVERS,LEAKING,
102650,,[2],INTAKE,LEAKING,
102661,R,"[2, 4]",ROCKER COVER GASKETS,LEAKING,LEAKING
102662,L,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,LEAKING
102663,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,LEAKING
102664,L,[2],INTAKE GASKET,LEAKING,LEAKING
102665,,[3],INTAKE,LEAKING,LEAKING
102666,L,[3],ROCKER COVER GASKET,LEAKING,LEAKING
102667,,[4],INTAKE,LEAKING,LEAKING
102668,,"[3, 4]",ROCKER COVERS,LEAKING,LEAKING
102669,,[4],INTAKE GASKET,LEAKS,LEAKS
102670,R,[2],INTAKE,LEAKING,LEAKING
102684,L,[3],INTAKE,LEAKING,ON L/H ENGINE
102685,L,"[2, 3, 4]",ROCKERS,LEAKING,ON L/H ENGINE
102686,R,"[2, 3, 4]",ROCKER COVERS,LEAKING,ON R/H ENGINE
102687,L,[],REAR BAFFLE,CRACKED,"L/H ENG, R/H REAR"
102688,L,[],REAR BAFFLE,CRACKED,"L/H ENG, L/H REAR"
102689,R,[],INTAKES,LEAKING,ON R/H ENGINE
102690,L,[],INTAKES,LEAKING,ON L/H ENGINE
102701,L,[2],ENG BAFFLING,CRACK,IN FRONT OF #2 C
102702,,,ROCKER COVER GASKET,LEAKING,#2
102703,,,,START,
102704,,[4],INTAKE GASKET,LEAKING,#4
102705,,"[1, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102706,,[2],BAFFLING SUPPORT BRACKET,CRACKED,
102707,,,,OVERSPEED,
102708,R,"[2, 3]",ROCKER GASKET,LEAKING,
102709,L,"[2, 3]",ROCKER GASKETS,LEAKING,
102710,R,[3],INTAKE GASKET,LEAKING,#3
102721,R,[],FILTER HOUSING,LEAK,AFTER RUN UP
102722,R,[],EXCITER LEAD,CHAFED,ON OIL PRESSURE TUBE
102723,,"[1, 3]",CYLINDER BAFFLE,CRACKED,BETWEEN #1 & 3 CYLS
102724,,"[2, 4]",INTAKES,LEAKING,
102725,,"[2, 3]",ROCKER COVERS,LEAKING,
102726,,[2],INTAKE,LEAKING,
102727,,[1],ROCKER COVER,LEAKING,
102728,,[4],INTAKE GASKET,LEAKING,
102729,,[3],INTAKE GASKET,LEAKING,INTAKE TUBE LEAKING AT SUMP
102730,,[4],,COMPRESSION,LOW
102741,,[2],INTAKE GASKET,LEAKING,
102742,,[1],ROCKER COVER GASKET,LEAKING,
102743,,"[2, 4]",BAFFLE SUPPORT ROD,BROKEN,
102744,,"[1, 2, 4]",ROCKER COVERS,LEAKING,
102745,,[1],BAFFLE,CRACKED,ABOVE #1 CYL
102746,,[2],ROCKER COVER,LEAKING,
102747,,[1],INTAKE,LEAKING,
102748,,[3],ROCKER COVER,LEAKING,
102749,,"[1, 2, 3]",ROCKER COVERS,LEAKING,
102750,,[2],ROCKER GASKET,LEAKING,
102761,,[],ROCKER COVER GASKET,LEAKING,IS
102762,R,[],FRONT BAFFLE SEAL,NEEDS,TO BE SECURED
102763,,"[1, 3, 4]",VALVE COVER GASKET,LEAKING,
102764,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102765,,[],,START,ASSIST
102766,,"[3, 2, 4]",ROCKER COVER GASKETS,LEAKING,
102767,,[1],INTAKE,LEAKING,INTAKE TUBE ALSO LEAKING AT ATTACHMEN
102768,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102769,,[1],INTAKE,LEAKING,INTAKE TUBE ALSO LEAKING AT ATTACHMEN
102770,,"[3, 2]",ROCKER COVERS,LEAKING,
102781,R,"[3, 4]",ROCKER COVERS,LEAKING,ON R/H ENG
102782,,,,NEED,TO BE ADJUSTED
102783,,[2],INTAKE GASKET,LEAKING,
102784,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
102785,,"[1, 2, 3]",INTAKES,LEAKING,
102786,,[3],INTAKE,LEAKING,
102787,,[2],ROCKER COVER GASKET,LEAKING,
102788,,,,LOW,IDLE PRM
102789,,,,LOW,IDLE PRM
102790,R,,BAFFLE,BROKEN,SPRING
102801,,[4],INTAKE GASKET,LEAKING,
102802,,[4],ROCKER COVER GASKET,LEAKING,
102803,L,[3],INTAKE GASKET,LEAKING,
102804,L,[4],AFT BAFFLING,CRACKED BEHIND,
102805,R,[3],INTAKE,LEAKING,
102806,L,"[1, 2, 4]",ROCKER COVER GASKETS,LEAKING,
102807,R,"[1, 2]",ROCKER COVERS,LEAKING,
102808,,[3],ROCKER COVER,LEAKING,
102809,,[4],PUSH ROD TUBE,LOOSE,O/B CLAMP
102810,,[2],INTAKE GASKET,LEAKING,
102821,,[],,NEEDED,FOR HOVER POWER
102822,,[4],TEMP PROBE,LOOSE,
102823,,"[1, 4]",INTAKES,LEAKING,
102824,,[4],ROCKER COVER,LEAKING,
102825,,"[2, 3]",INTAKE GASKETS,LEAKING,
102826,,[3],ROCKER COVER GASKET,LEAKING,
102827,,[],,VIBRATIONS,"& ENGINE ROUGHNESS, ALSO NOT PRODUCING FU"
102828,L,"[3, 4]",ROCKER COVERS,LEAKING,
102829,L,[],CORNER BRACKET,CRACKED,ON L/H REAR BAFFLE
102830,R,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
102841,,,INTAKE GASKET,LEAKING,
102842,,[1],BAFFLE,REQUIRES,PATCH
102843,R,,BAFFLE PLUG,NEED,REPLACEMENT
102843,L,,BAFFLE PLUG,NEED,REPLACEMENT
102844,,[2],ROCKER COVER GASKET,NEEDS,REPLACEMENT
102845,,,BAFFLE SEAL,NEEDS,TO BE SECURED
102845,,,BAFFLE SEAL,NEEDS,TO BE SECURED
102846,,"[1, 2]",BAFFLE PLUG HOLES,REQUIRE,PATCHES
102847,,"[1, 2]",INTAKES,LEAKING,
102848,,[3],ROCKER COVER,LEAKING,
102849,,[2],INTAKE,LEAKING,
102850,,"[2, 4]",ROCKER COVERS,LEAKING,
102861,,,C FLANGE BOLT,STRIPPED,NUT ON
102862,,,C FLANGE BOLT,STRIPPED,NUT ON
102863,R,"[1, 2, 3, 4]",INTAKES,LEAKING,
102864,R,"[1, 3]",ROCKER COVER GASKETS,LEAKING,
102865,L,"[2, 3, 4]",INTAKES,LEAKING,
102866,L,"[1, 2, 3, 4]",ROCKER COVERS,LEAKING,
102867,L,,CRANKSHAFT SEAL,SEEPING,
102868,R,"[3, 4]",INTAKE GASKETS,LEAKING,
102869,L,[3],INTAKE GASKET,LEAKING,
102870,R,,OIL FILLER TUBE,LOOSE,
102881,R,,BAFFLE,CRACKED,FWD R/H SIDE BAFFLE & L/H AFT BAFFLE ARE CRACKED
102882,,[1],BAFFLING,CRACKED,#1 CYL BAFFLING CRACKED BY VALVE COVER
102883,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
102884,,,BAFFLE SUPPORT SCREW,LOOSE,"BAFFLE SUPPORT SCREW, BY OIL TUBE, LOOSE"
102885,R,"[2, 4]",INTAKES,LEAKING,INTAKES 2 & 4 LEAKING ON R/H ENGINE
102886,L,,CARB HEAT VALVE,MISSING,L/H CARB HEAT VALVE MISSING FELT
102887,L,"[1, 2, 3, 4]",INTAKES,LEAKING,"INTAKES 1, 2, 3 & 4 LEAKING ON L/H ENGINE"
102888,L,"[2, 3]",ROCKER COVERS,LEAKING,ROCKER COVERS 2 & 3 LEAKING ON L/H ENGINE
102889,R,"[1, 2, 3, 4]",ROCKER COVERS,LEAKING,"ROCKER COVERS 1, 2, 3 & 4 LEAKING ON R/H ENGINE"
