id,engine,part,problem,cylinders,details
100281,L,BAFFLE STIFFENER,CRACKED,[4],
100282,,INTAKES,LEAKING,"[2, 3]",
100283,R,BAFFLE SEAL,NEEDS,,TO BE RESECURED
100284,,INTAKE,LEAKING,[1],
100285,,ROCKER COVERS,LEAKING,"[2, 3]",
100286,,INDUCTION TUBE GASKET,LEAKING,[2],
100287,,ROCKER BOX COVER GASKETS,LEAKING,"[2, 3]",
100288,,,,,
100289,L,CAP SCREW,MISSING,[4],BAFFLE
100290,,ROCKER COVER,LEAKING,[4],
100301,R,BAFFLE MOUNTING SCREW,LOOSE,,
100302,L,BAFFLE PLUG,MISSING,,
100303,,INTAKE,LEAKING,[3],
100304,,INSPECTION PANEL,MISSING,,SCREW
100305,,ROCKER COVER,LEAKING,[1],
100306,,INTAKES,LEAKING,"[2, 3]",
100307,,INTAKE GASKET,LEAKING,[2],
100308,,ROCKER BOX COVER SCREWS,LOOSE,"[2, 3, 4]",
100309,,STARTER RING GEAR,MISSING,,TEETH
100310,,INTAKE GASKETS,LEAKING,"[2, 4]",
100321,,ROCKER COVER,LEAKING,[2],
100322,L,ENGINE BAFFLE BLAST TUBE,BLOCKED,,
100323,R,INTAKES,LEAKING,"[2, 3]",
100324,R,ROCKER COVER,LEAKING,[3],
100325,L,INTAKES,LEAKING,"[1, 2, 4]",
100326,,INTAKE,LEAKING,[2],
100327,R,BAFFLE PLUG,NEEDS,,
100328,,INTAKE,LEAKING,[3],
100329,L,BOTTOM BAFFLE WIRE HOLDER,BROKEN,,
100330,,INTAKE GASKET,LEAKING,[4],
100341,,ROCKER COVERS,LEAKING,"[2, 4]",
100342,,ENGINE BAFFLE BUTTONS,WORN,,
100343,,INTAKE GASKET,LEAKING,[4],
100344,R,LOWER RIGHT BAFFLE SPRING,BROKEN,,
100345,R,BACK BAFFLE BRACKET SCREWS,LOOSE,,
100346,,BAFFLE PLUGS,BAD,,
100347,,ROCKER COVER,LEAKING,[2],
100348,,ROCKER COVER,LEAKING,[3],
100349,,BACK BAFFLE SCREW,MISSING,[3],
100350,,SPIRAL WRAP ON ROCKER OIL RETURN LINES,REQUIRES,"[1, 3]",REPLA
100361,,INTAKE,LEAKING,[2],
100362,,ROCKER COVER,LEAKING,[2],
100363,R,INTAKES,LEAKING,"[3, 2]",
100364,R,ROCKER COVER,LEAKING,[3],
100365,L,INTAKES,LEAKING,"[2, 3]",
100366,,INTAKE GASKET,LEAKING,[2],
100367,,INNER INTAKE PUSH ROD SEAL,LEAKING,[2],
100368,,ROCKER COVER GASKET,LEAKING,[2],
100369,,ROCKER COVER GASKET,LEAKING,[3],
100370,,PUSH ROD SEAL,LEAKING,[3],FWD @ ENGINE
100381,,INTAKES,LEAKING,"[2, 3]",
100382,,AFT BAFFLE,MISSING,[3],SCREW
100383,,ROCKER COVER,LEAKING,[4],
100384,,VALVE,STUCK,,ENGINE ROUGH ON START
100385,,VALVE,STUCK,,ENGINE ROUGH ON START
100386,,FWD PUSH ROD TUBE,LEAKING,[3],@ ENGINE
100387,,INTAKE TUBE,LEAKING,[3],AT SUMP CONNECTOR HOSE
100388,,AFT BAFFLE MOUNT RIVETS,SHEARED,[3],
100389,,BAFFLE SEAL,NEEDS,[2],TO BE RESECURED
100390,,INTAKE GASKET,LEAKS,[3],
100401,,INTAKE,LEAKING,[2],
100402,,INTAKES,LEAKING,"[2, 4]",
100403,,OIL RETURN LINE CLAMPS,LOOSE,,
100404,,CABLE SAFETY BAFFLE BOLTS,LOOSE,[2],
100405,,FUEL INJ LINES STANDOFF,LOOSE,"[1, 3]",BY OIL FILLER TUBE
100406,R,INTAKE,LEAKING,[4],
100407,L,INTAKE,LEAKING,[3],
100408,L,ROCKER COVERS,LEAKING,"[1, 2, 3, 4]",
100409,R,ROCKER COVERS,LEAKING,"[1, 2, 3, 4]",
100410,R,ROCKER OIL RETURN LINES,LEAKING,"[2, 4]",
100421,,INTAKE,LEAKING,[3],
100422,,ROCKER COVER,LEAKING,[2],
100423,,ENGINE,TIMED OUT,,
100424,,ENGINE,TIMED OUT,,
100425,,ENGINE,TIMED OUT,,
100426,,ENGINE,TIMED OUT,,
100427,,ROCKER COVER,LEAKING,[3],
100428,L,UPPER BAFFLE,ENLARGED,[4],PLUG HOLE
100429,R,INNER CYL BAFFLE TIE ROD,INSTALLED,,INCORRECTLY
100430,,ROCKER COVERS,LEAKING,"[2, 4]",
100441,L,INTAKES,LEAKING,"[2, 4]",
100442,R,INTAKES,LEAKING,"[2, 3, 4]",
100443,,INDUCTION TUBE GASKET,LEAKING,[2],
100444,L,BAFFLE,MISSING,,SCREW & NUT ON BAFFLE BY OIL FILL TUBE
100445,R,BAFFLE,CRACKED,[3],BY UPPER #1 BAFFLE ATTACHMENT
100446,,INTAKE GASKET,LEAKING,[2],
100447,,ROCKER COVER GASKET,LEAKING,[1],
100448,,INTAKE,LEAKING,[3],
100449,,BACK TOP BAFFLE,CRACKED,,
100450,,ENGINE IDLE,,,@ 1700 RPM DURING SHUT DOWN. NO RISE IN RPM ON M
100461,,INTAKE,LEAKING,[4],
100462,L,BAFFLE PLUG,NEEDS,,TO BE REPLACED
100463,,INTAKE GASKET,LEAKING,[2],
100464,R,BOTTOM BAFFLE WIRE SPRING,BROKEN,,
100465,,AFT BAFFLE BRACKET RIVETS,SHEARED,,
100466,R,INTAKE GASKET,LEAKING,[3],
100467,L,INTAKE GASKET,LEAKING,[2],
100468,,BAFFLE PLUG,WORN,[3],
100469,,ROCKER COVERS,LEAKING,"[1, 4]",
100470,,INTAKE,LEAKING,[4],
100481,,ROCKER COVERS,LEAKING,"[1, 2, 3, 4]",
100482,,INTAKE,LEAKING,[3],
100483,,INDUCTION TUBE HOSE CLAMPS,LOOSE,,(ALL CYLS)
100484,,ROCKER COVER,LEAKING,[2],
100485,L,INTAKES,LEAKING,,ALL
100486,,AFT BAFFLE TAB,BROKEN,[3],"RIVETS, NEAR OIL FILLER TUBE"
100487,,AFT BAFFLE ATTACH PLATE,BROKEN,[4],
100488,,AFT BAFFLE TAB,BROKEN,[3],"RIVETS, NEAR OIL FILLER TUBE"
100489,,ROCKER COVER,LEAKING,[2],
100490,,ROCKER COVER,LEAKING,[3],
100501,L,ENGINE BAFFLE,CRACKED,,
100502,,ROCKER COVER GASKETS,LEAKING,"[1, 2, 3, 4]",
100503,,INTAKE GASKET,LEAKING,[2],
100504,,INTAKE GASKET,LEAKING,[4],
100505,,INTAKE,LEAKING,[3],
100506,,ROCKER COVER GASKET,LEAKING,[4],
100507,,ROCKER COVER GASKET,LEAKING,[3],
100508,L,INTAKE GASKET,LEAKS,[2],
100509,,ROCKER GASKETS,LEAKING,"[2, 3]",
100510,,BAFFLE PLUGS,BROKEN,"[3, 4]",PRONGS
100521,,OIL COOLER BAFFLING,CRACKED,,IN LWR I/B CORNER
100522,R,AFT BAFFLE,CRACKED,,PAST STOP DRILLED HOLES
100523,,,,,
100524,,OIL RETURN LINE,LEAKING,[3],ON RUBBER HOSE SECTION
100525,,INTAKE GASKET,LEAKING,"[2, 4]",
100526,,COWL SHOCK MOUNTS,TORN,"[1, 2, 3]",
100527,,ROCKER COVER GASKETS,LEAKING,"[1, 3]",
100528,,ROCKER BOX COVER SCREWS,LOOSE,,
100529,,ROCKER BOX COVER SCREWS,LOOSE,,
100530,,INDUCTION TUBE HOSE CLAMPS,LOOSE,,(ALL CYL)
100541,,ROCKER COVER SCREWS,LOOSE,,
100542,,INTAKE GASKET,LEAKING,[2],
100543,,,MISSING,[2],RUNS ROUGH
100544,,,MISSING,[2],RUNS ROUGH
100545,,,MISSING,[2],RUNS ROUGH
100546,,,MISSING,[2],RUNS ROUGH
100547,,INTAKE GASKET,LEAKS,[2],
100548,,BAFFLE PLUG,MISSING,,ON ENGINE
100549,R,INTAKE,LEAKING,[3],
100550,L,INTAKES,LEAKING,"[1, 2]",
100561,R,ROCKER COVERS,LEAKING,"[2, 4]",
100562,,INTAKE,LEAKING,[4],
100563,,ROCKER COVER,LEAKING,[2],
100564,,INTAKE,LEAKING,[3],
100565,,INTAKE TUBE GASKET,LEAKING,[3],
100566,,OIL RETURN LINE,CHAFING,[1],
100567,R,OIL FILL TUBE,LOOSE,,
100568,,ENGINE BAFFLE PLUG TABS,BROKEN,,
100569,,INTAKE GASKET,LEAKING,[4],
100570,,ROCKER COVER GASKETS,LEAKING,"[2, 4]",
100581,,INTAKE GASKET,LEAKING,[3],
100582,,ROCKER COVER GASKET,LEAKING,[4],
100583,,INTAKE GASKET,LEAKING,[4],
100584,,ROCKER COVER GASKET,LEAKING,[2],
100585,,FRONT BAFFLE,CRACKED,[1],
100586,,ROCKER COVERS,LOOSE,,SCREWS
100587,,INTAKE TUBE GASKET,LEAKING,[4],
100588,R,INTAKE,LEAKING,[1],
100589,L,INTAKES,LEAKING,"[2, 3, 4]",
100590,,INTAKE,LEAKING,[2],
100601,,ROCKER COVER GASKET,LEAKING,[3],
100602,,ROCKER COVER GASKET,LEAKING,[4],
100603,,THROTTLE LINKAGE DOG BONE,LOOSE,,BEARING
100604,,INTAKE,LEAKING,[1],
100605,L,INTAKE GASKET,LEAKING,[3],
100606,L,ROCKER GASKETS,LEAKING,,ALL 4
100607,R,INTAKE GASKETS,LEAKING,"[1, 3, 4]",
100608,L,BAFFLE CORNER,CRACK,,
100609,,ROCKER COVER,LEAKING,[2],
100610,,INTAKES,LEAKING,"[2, 3]",
100621,R,ENGINE BAFFLE MOUNTING BRACKET RIVETS,BROKEN,,
100622,,INTAKE,LEAKING,[3],
100623,,ROCKER BOX COVER SCREWS,LOOSE,,
100624,,INDUCTION TUBE GASKET,LEAKING,[4],
100625,,INTAKE GASKET,LEAKING,[2],
100626,,INTAKE,LEAKING,[1],
100627,,ROCKER GASKET,LEAKING,[1],
100628,,BAFFLE PLUGS,BROKEN,"[2, 4]",SEVERAL PRONGS
100629,,INTAKE GASKET,LEAKS,[2],
100630,,ROCKER COVER GASKET,LEAKING,[2],
100641,R,INDUCTION TUBE GASKETS,LEAKING,"[2, 4]",
100642,L,INDUCTION TUBE GASKETS,LEAKING,"[2, 3, 4]",
100643,L,ROCKER BOX COVER GASKETS,LEAKING,[],
100644,R,ENG BAFFLING,CRACKED,[1],ABOVE #1 CYLINDER
100645,,FIREWALL,CRACKED,,BY BATTERY BOX
100646,R,ENG BAFFLING,CRACKED,[1],ABOVE #1 CYLINDER
100647,,INTAKE,LEAKING,[2],
100648,,INTAKE GASKETS,LEAKING,"[2, 4]",
100649,,ROCKER GASKETS,LEAKING,"[2, 4]",
100650,,EXHAUST I/B PUSH ROD SEAL,LEAKING,[3],
100661,,BAFFLE,WORN,,
100662,,GASKET,LEAKING,[2],
100663,R,BAFFLE,MISSING,,SCREW
100664,,GASKET,LEAKING,[2],
100665,,GASKETS,LEAKING,"[1, 3]",
100666,R,INDUCTION,LEAKING,"[2, 3]",
100667,,GASKETS,BROKEN,"[3, 4]",
100668,,GASKET,TORN,[3],
100669,,GASKETS,TORN,"[1, 3, 4]",
100670,,DIPSTICK,REMOVE,,
100681,,ROCKER COVER GASKET,LEAKING,[4],
100682,,ROCKER BOX COVER SCREWS,LOOSE,,
100683,,ROCKER BOX COVER GASKET,LEAKS,[2],
100684,,LOWER BAFFLE,CRACKED,"[1, 3]",
100685,,INTAKE TUBE,CANNED,[1],
100686,L,INTAKE GASKET,LEAKING,[2],
100687,R,INTAKES,LEAKING,"[2, 3]",
100688,R,ROCKER COVER GASKET,LEAKING,[3],
100689,R,ROCKER COVER GASKET,SPLIT,[2],
100690,R,INDUCATION TUBE GASKET,LEAKING,[4],
100701,,INTAKE GASKET,LEAKING,[2],
100702,L,INTAKES,LEAKING,"[2, 3, 4]",
100703,,BAFFLE SEALS,NEED,,TO BE RESECURED ON BOTH ENGINES
100704,R,INTAKES,LEAKING,"[2, 3, 4]",
100705,,INTAKE,LEAKING,[2],
100706,,ROCKER COVER,LEAKING,[2],
100707,,INTAKE,LEAKING,[2],
100708,R,COWL SEAL,LOOSE,,
100709,R,HARDWARE,MISSING,,ON R/H AFT BAFFLE
100710,R,HARDWARE,MISSING,,ON R/H AFT BAFFLE
100721,R,BAFFLE BRACKET RIVETS,SHEARED,,
100722,,INTAKE,LEAKING,[2],
100723,R,BAFFLE BACK BRACKET RIVET HEAD,SHEARED,,OFF
100724,,SCREW,MISSING,,AFT BAFFLE BRACKET
100725,,SCREW,MISSING,[3],ON BAFFLE ABOVE #3 CYL
100726,,BAFFLE,CRACKED,[1],ABOVE #1 CYL
100727,,BAFFLE PLUGS,WORN,,OUT
100728,,STAND OFF,NEEDED,,FOR FUEL LINE ON TOP OF ENG
100729,R,BAFFLE,MISSING,,RIVET ON AFT SUPPORT BRACKET
100730,R,INTAKE GASKET,LEAKING,[4],
100741,,,WON'T_START,,
100742,R,INTAKE,LEAKING,"[3, 4]",
100743,L,INTAKES,LEAKING,"[3, 4]",
100744,R,ENGINE BAFFLE HARDWARE,MISSING,,
100745,L,FRONT BAFFLE,CRACK,,
100746,R,BACK BAFFLE BRACKET,MISSING,,A RIVET & BAFFLE IS CRACK
100747,,INTAKE GASKET,LEAKING,[4],
100748,,INTAKE GASKET,LEAKING,[2],
100749,L,AFT BAFFLE,CRACKED,[4],
100750,L,SIDE BAFFLE SEAL,TORN,[2],
100761,L,INTAKE,LEAKING,[3],
100762,,,ROUGH,,
100763,,INTAKE,LEAKING,"[2, 4]",
100764,,ENGINE HOIST LOOP BOLT,LOOSE,,
100765,,INTAKE GASKET,LEAKING,[2],
100766,,ROCKER COVER GASKETS,LEAKING,"[1, 2, 3, 4]",
100767,,OIL COOLER,NEEDS,,TO BE REPLACED
100768,,#2 INDUCTION TUBE HOSE CLAMP,BROKEN,,
100769,,ROCKER COVER GASKETS,LEAKING,"[2, 4]",
100770,R,INDUCTION TUBE GASKET,LEAKING,[3],
100781,,ROCKER COVER GASKET,LEAKING,['#3'],
100782,L,INTAKE,LEAKING,['#2'],
100783,R,INTAKE,LEAKING,['#2'],
100784,,BAFFLE,CRACKED,['#1'],
100785,R,ENGINE BAFFLE,CRACKED,,
100786,,OVERBOARD BATTERY & ENGINE OVERBOARD VENT TUBES,CHAFED,,
100787,,ROCKER COVER SCREWS,LOOSE,,
100788,L,ROCKER SHAFT PLUG,WORN,['#3'],
100789,R,INTAKE,LEAKING,['#3'],
100790,L,ROCKER COVER GASKET,LEAKING,['#3'],
100801,,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
100802,L,ENGINE BAFFLE,CRACKED,,
100803,,EGT WIRE PROBE STANDOFFS,BROKEN,,
100804,,INTAKE,LEAKING,[4],
100805,,INTAKE GASKET,LEAKING,[3],
100806,,ENGINE BAFFLE SCREWS,CHAFING,,MUFFLER SHROUD
100807,,OIL COOLER LINE,NEEDS,,TO BE REPOSITIONED
100808,,INTAKE GASKET,LEAKING,[2],
100809,,ROCKER COVER,LEAKING,[3],
100810,,ROCKER COVER GASKET,LEAKING,[4],
100821,,INTAKE,LEAKING,[2],
100822,,ROCKER COVER,LEAKING,[1],
100823,,RUDDER COVERS,CRACKED,,
100824,,INDUCTION TUBE GASKET,LEAKING,[4],
100825,,FRONT BAFFLE,CRACK,,
100826,,ROCKER COVER,LEAKING,[2],
100827,,FWD BAFFLE CENTER SECTION,WORN,,
100828,L,INTAKE,LEAKING,[2],
100829,L,INTAKE GASKET,LEAKING,[3],
100830,L,ROCKER COVERS,LEAKING,"[2, 3]",
100841,,BAFFLE,CRACKED,,UNDER HEAT SHROUD AIR INTAKE
100842,R,BAFFLE,CRACKED,,
100843,,ROCKER COVER,LEAKING,[4],
100844,R,ROCKER COVER SCREWS,LOOSE,,
100845,R,INTAKE,LEAKING,[3],
100846,,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
100847,,INTAKE GASKET,LEAKING,[2],
100848,,OIL COOLER HOSE,REQUIRES,,REPOSITIONING
100849,,ROCKER COVERS,MISSING,"[1, 2]",2 SCREWS
100850,,ROCKER COVERS,LEAK,"[2, 3, 4]",
100861,,ROCKER COVERS,LEAKING,"[2, 3, 4]",
100862,,INTAKE GASKET,LEAKS,[2],
100863,,ROCKER COVER GASKETS,LEAKING,"[1, 3, 4]",
100864,,INTAKE TUBE,LEAKING,[2],
100865,R,ENGINE BAFFLE BRACKET RIVETS,LOOSE,,
100866,,INTAKE,LEAKING,[1],EVIDENCE
100867,,INTAKE GASKET,LEAKING,[4],
100868,,INTAKES,LEAKING,"[2, 4]",
100869,,INDUCTION TUBE GASKET,LEAKING,[2],
100870,,ROCKER COVERS,LEAKING,"[1, 2]",
100881,,BAFFLE BRACKET,MISSING,,RIVETS
100882,L,INTAKE,LEAKING,[2],
100883,R,INTAKE,LEAKING,[3],
100884,L,INTAKE TUBE GASKET,LEAKING,[4],
100885,R,PRIMER LINE SLEEVE,TORN,[1],
100886,R,INTAKE,LEAKING,[2],
100887,L,INTAKE,LEAKING,[2],
100888,R,BAFFLE SEAL,LOOSE,,UNDER PROP GOVERNOR
100889,L,ROCKER COVER,LEAKING,[2],
100890,,SCREW,MISSING,,"L/H AFT BAFFLING, ON ENG (BEHIND DIPSTICK TUB"
100901,,INTAKE,LEAKING,[1],
100902,R,BAFFLE SEAL,NEEDS,,TO BE SECURED
100903,L,BAFFLE,CRACK,,
100904,,INTAKE,LEAKING,[2],
100905,,ROCKER COVER,LEAKING,[2],
100906,,INTAKE,LEAKING,[4],
100907,,ROCKER COVER,LEAKING,[4],
100908,,,NEEDED,,TEST FLIGHT FOR UNUSUAL VIBRATION
100909,,,NEEDED,,TEST FLIGHT FOR UNUSUAL VIBRATION
100910,,,NEEDED,,TEST FLIGHT FOR UNUSUAL VIBRATION
100921,,,OVERSPEED,,OF 3300 IN FLT
100922,,ROCKER COVER GASKETS,LEAKING,"[2, 4]",
100923,L,INTAKE,LEAKING,[4],
100924,L,ROCKER COVER,LEAKING,[4],
100925,R,INTAKE,LEAKING,[4],
100926,R,IGNITION LEAD LACING CORE,BROKEN,,TO OIL RIGGED LI
100927,,INTAKE,LEAKING,[2],
100928,,INTAKE GASKET,LEAKING,[2],
100929,,RING GEAR TEETH,DAMAGED,,APPEAR TO BE
100930,,ROCKER COVER GASKET,LEAKING,"[4, 1]",
100941,,,ROUGH,,
100942,,,ROUGH,,
100943,,SCREW,MISSING,[3],BEHIND #3 BAFFLE
100944,,INTAKES,LEAKING,"[2, 4]",
100945,,BAFFLE SEAL,TORN,,FWD R/H
100946,,INTAKE GASKET,LEAKING,[3],
100947,,OIL COOLER STAND OFFS,NEED,,ADJUSTMENT
100948,L,BAFFLE,LOOSE,,MIDDLE MOUNT RIVETS
100949,L,BAFFLE,CRACKED,,AFT PAST STOP DRILL
100950,,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
100961,R,ROCKER COVER,LEAKING,[2],
100962,L,ROCKER COVER,LEAKING,[4],
100963,R,INTAKES,LEAKING,"[2, 3]",
100964,L,INTAKES,LEAKING,"[3, 4]",
100965,R,BAFFLE SEAL,LOOSE,,
100966,L,BAFFLE SEAL,LOOSE,[4],
100967,R,ROCKER COVER GASKET,LEAKING,[3],
100968,R,INTAKE GASKET,LEAKING,[3],
100969,R,BAFFLE,MISSING,[3],BOTH BOLTS
100970,R,MOUNTING SCREW,LOOSE,,
100981,R,ROCKER COVERS,LEAKING,"[2, 3, 4]",
100982,L,ROCKER COVER,LEAKING,[3],
100983,R,INTAKE GASKET,LEAKING,[3],
100984,L,INTAKE GASKETS,LEAKING,"[2, 3, 4]",
100985,L,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
100986,R,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
100987,,ROCKER COVER GASKET,LEAKING,[4],
100988,,ROCKER COVER GASKET,LEAKING,[3],
100989,,STARTER,INOP,,
100990,,ROCKER COVER GASKETS,LEAKING,"[2, 4]",
101001,L,ROCKER COVERS,LEAKING,"[2, 3]",
101002,L,BAFFLE BRACKET,CRACKED,,
101003,R,ROCKER COVERS,LEAKING,"[2, 4]",
101004,,ROCKER GASKETS,LEAKING,,(ALL 4)
101005,L,INTAKE GASKET,LEAKING,[3],
101006,R,INTAKE GASKET,LEAKING,[3],
101007,,ENGINE,SHUTDOWN,,WHEN THROTTLE WAS PULLED TO IDLE
101008,,INTAKE,LEAKING,[2],
101009,R,BAFFLE PLUG,BROKEN,,
101010,,INTAKE,LEAKING,[2],
101021,,INTAKE GASKETS,LEAKING,"[2, 4]",
101022,,INTAKE,LEAKING,[4],
101023,L,ROCKER COVER,DAMAGE,[1],
101024,L,ROCKER COVER,DAMAGE,[1],
101025,L,ROCKER COVER,DAMAGE,[1],
101026,L,ROCKER COVER,DAMAGE,[1],
101027,L,ROCKER COVER,DAMAGE,[1],
101028,,ENGINE BAFFLE PLUGS,WORN,,
101029,,INTAKE GASKET,LEAKING,[4],
101030,L,BAFFLE SPRING,BROKEN,,
101041,L,,BACK_FIRED,,WHEN BROUGHT TO 1800 RPM
101041,R,,DROP,,RIGHT MAG
101042,,MIXTURE CONTROL,NOT,,HITTING FULL RICH
101043,,INTAKE,LEAKING,[2],
101044,,ROCKER COVER GASKET,LEAKING,[2],
101045,,ROCKER COVER GASKET,LEAKING,[2],
101046,R,,VIBRATION,,"W/ INCREASING POWER, NO EGT IND ON #3 C"
101047,,INTAKE,LEAKING,[2],
101048,R,REAR ENGINE BAFFLE SCREW,MISSING,,
101049,,INTAKE,LEAKING,[2],
101050,,INTAKE I/B BOLT HOLE,DAMAGED,[2],THREADS
101061,,INTAKE GASKET,LEAKING,[4],
101062,,OIL SUMP SCREEN,DAMAGED,,
101063,,FWD BAFFLE,CRACKED,,DIRECTLY BELOW ALTERNATOR MOUNT
101064,R,BAFFLE,CRACKED,,
101065,R,ROCKER COVER GASKET,LEAKING,[2],
101066,R,INTAKE,LEAKING,[3],
101067,R,ENGINE BAFFLE RIVET,BROKEN,,
101068,,AFT BAFFLE,SHEARED,[4],2 RIVETS
101069,,OIL FILLER TUBE,LOOSE,,
101070,L,CORNER PATCH,CRACKED,,REAR ENGINE BAFFLE
101081,,,,,IDLE OVERRIDE SPEED WAS 1300
101082,L,INTAKE,LEAKING,[4],
101083,R,CYL,COMPRESSION,[4],CK LOW
101084,R,ROCKER COVERS,LEAKING,,
101085,L,ROCKER COVERS,LEAKING,"[1, 3]",
101086,R,INTAKE,LEAKING,[3],
101087,,SNIFFLER VALVES,DIRTY,,
101088,,BAFFLE SEAL RIVET,PULLED,[3],THR
101089,,INTAKE,LEAKING,[4],
101090,,,,,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED"
101101,R,OIL,LEAK,,EVIDENCE ON R/H SIDE OF ENGINE
101102,R,BAFFLE SEAL,NEEDS,,TO BE REATTACHED
101103,R,BAFFLE BRACKET RIVETS,SHEARED,,
101104,,INTAKE GASKET,LEAKING,[4],
101105,L,ENGINE BAFFLE,CHAFED,,ON CYLINDER
101106,,ENGINE BAFFLE SNAP PLUG TAB,BROKEN OFF,,
101107,,ROCKER COVER,LEAKING,[1],
101108,L,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
101109,R,INTAKE GASKET,LEAKING,[3],
101110,R,ROCKER COVER GASKETS,LEAKING,"[1, 2, 4]",
101121,,IDLE MIXTURE,NEEDS,,ADJUSTMENT
101122,,IDLE MIXTURE,NEEDS,,ADJUSTMENT
101123,,IDLE MIXTURE,NEEDS,,ADJUSTMENT
101124,,INTAKE PIPE GASKET,LEAKING,[2],
101125,,ROCKER COVER,LEAKING,[2],
101126,,INTAKE,LEAKING,[2],
101127,,INTAKE,LEAKING,[4],
101128,R,INTAKE,LEAKING,[3],
101129,L,INTAKE,LEAKING,[3],
101130,L,ROCKER COVER,LEAKING,"[2, 3]",
101141,,BAFFLE,CRACKED,[4],AFT OF #4 CYL
101142,,BAFFLE,CRACKED,[4],AFT OF #4 CYL
101143,L,BAFFLE,CRACKED,,
101144,,INTAKE,LEAKING,[4],
101145,L,BAFFLE PLUG,NEEDS,,TO BE REPLACED
101146,R,BAFFLE SPARK PLUG ACCESS BUTTON,WORN,,
101147,,ROCKER COVER GASKET,LEAKING,"[2, 3]",
101148,,BAFFLE SCREW,LOOSE,[3],AFT
101149,,ROCKER COVER,LEAKING,[4],
101150,,DIPSTICK TUBE,LOOSE,,
101161,,AFT ALT MOUNTING BOLT,EATING,,INTO SCROLL MOUNT
101162,,,,,EXCESSIVE END PLAY AT THROTTLE CABLE ATTACHMENT
101163,,INTAKE,LEAKING,[1],
101164,,ROCKER COVERS,LEAKING,"[2, 4]",
101165,,ROCKER COVER,LEAKING,[2],
101166,,INDUCTION TUBE GASKET,LEAKING,[3],
101167,,INDUCTION TUBE GASKET,LEAKING,[2],
101168,L,INTAKE,LEAKING,[1],
101169,R,INTAKES,LEAKING,"[1, 2]",
101170,,INDUCTION TUBE GASKET,LEAKING,[2],
101181,,ROCKER COVER GASKET,LEAKING,[3],
101182,,BAFFLE SUPPORT,LOOSE,,ON AFT COPILOT SIDE ENGINE BAFFLE
101185,R,BAFFLE,LOOSE,[3],RUBBING ON OIL RETURN LINE
101186,,INTAKE,LEAKING,[2],
101187,R,INTAKE,LEAKING,[3],
101188,R,BAFFLE SEAL,GONE,,L/H FWD
101189,L,BAFFLE,CRACKED,,
101190,,PLUGS FOR ENG BAFFLING,WORN,,
101201,R,ROCKER COVER GASKET,LEAKING,[2],
101202,R,INTAKE GASKET,LEAKING,[3],
101203,L,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
101204,,AFT UPPER BAFFLE SEAL,LOOSE,[3],
101205,,BAFFLE PLUGS,MISSING,,TOO MANY TABS
101206,,INTAKE GASKET,LEAKING,[4],
101207,,ROCKER COVER GASKET,LEAKING,[4],
101208,,SIDE BAFFLE PLUGS,MISSING,,FINGERS
101209,,ROCKER COVER GASKETS,LEAKING,"[2, 4]",
101210,L,ROCKER GASKETS,LEAKING,"[1, 2, 3]",
101221,L,ROCKER COVERS,LEAKING,"[2, 3, 4]",
101222,,ROCKER COVER GASKET,LEAKING,[2],
101223,R,ROCKER COVERS,LEAKING,"[2, 4]",
101224,,ENGINE BAFFLE,CRACK,[3],LEFT SIDE
101225,,ENGINE BAFFLE,CRACK,[3],LEFT SIDE
101226,L,BAFFLE SEAL,REQUIRES,,REPLACEMENT
101227,R,ROCKER COVER,LEAKS,[4],
101228,R,INTAKES,LEAKING,"[1, 4]",
101229,L,ROCKER GASKET,LEAKING,[3],
101230,R,ROCKER COVERS,LEAKING,"[2, 3]",
101241,,INTAKE,LEAKING,"[3, 4]",
101242,,ROCKER COVERS,LEAKING,"[2, 3, 4]",
101243,,RIVET,SHEARED,,R/H AFT BAFFLE
101244,R,OIL RETURN LINES,LEAKING,,
101245,R,OIL RETURN LINES,LEAKING,,
101246,R,INTAKE,LEAKING,[3],
101247,L,INTAKE,LEAKING,[4],
101248,L,ROCKER COVER,LEAKING,[3],
101249,R,ROCKER COVERS,LEAKING,"[2, 3]",
101250,,ROCKER COVER,LEAKING,[3],
101261,R,OIL RETURN,LOOSE,,CLAMPS ARE
101262,R,BAFFLE,CRACKED,,BY OIL COOLER
101263,L,ROCKER COVER GASKET,LEAKING,[3],
101264,,ROCKER COVER,MISSING,[3],A SCREW
101265,,ROCKER COVER,LEAKING,[2],
101266,,INTAKE,LEAKING,[2],
101267,,WIRING HOLDER,BROKEN,[1],
101268,,ROCKER COVER GASKET,LEAKING,[3],
101269,,INTAKE GASKET,LEAKING,[4],
101270,,INDUCTION TUBE GASKET,LEAKING,[2],
101281,,COWL SHOCK MOUNT,TORN,[6],
101282,L/H,INTAKE,LEAKING,[2],
101283,L/H,ROCKER COVER,LEAKING,[3],
101284,R/H,ROCKER COVERS,LEAKING,"[1, 3]",
